# Mass =     1.593820
# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# age         Radius        logL          logg          Teff          [Fe/H]_surf   Radius_0      Teff_0        logg_0        Xc            
    0.08179255    1.50183988    0.77888626    4.28696346 7379.74755859    0.12997250    1.50183988 7379.74755859    4.28696346    0.68975312
    0.08289929    1.50198674    0.77898341    4.28687811 7379.81640625    0.12997252    1.50198674 7379.81640625    4.28687811    0.68951017
    0.08400604    1.50213492    0.77908021    4.28679323 7379.86523438    0.12997250    1.50213492 7379.86523438    4.28679323    0.68926740
    0.08511279    1.50228417    0.77917713    4.28670645 7379.92578125    0.12997250    1.50228417 7379.92578125    4.28670645    0.68902457
    0.08621953    1.50243473    0.77927417    4.28661919 7379.96630859    0.12997250    1.50243473 7379.96630859    4.28661919    0.68878132
    0.08732628    1.50258636    0.77937210    4.28653240 7380.00683594    0.12997250    1.50258636 7380.00683594    4.28653240    0.68853748
    0.08843303    1.50273919    0.77947032    4.28644371 7380.04736328    0.12997250    1.50273919 7380.04736328    4.28644371    0.68829304
    0.08953978    1.50289333    0.77956885    4.28635502 7380.07177734    0.12997250    1.50289333 7380.07177734    4.28635502    0.68804806
    0.09064653    1.50304830    0.77966774    4.28626394 7380.10400391    0.12997250    1.50304830 7380.10400391    4.28626394    0.68780273
    0.09175327    1.50320446    0.77976656    4.28617334 7380.12841797    0.12997250    1.50320446 7380.12841797    4.28617334    0.68755722
    0.09286002    1.50336158    0.77986544    4.28608227 7380.14062500    0.12997250    1.50336158 7380.14062500    4.28608227    0.68731153
    0.09396677    1.50351977    0.77996379    4.28598928 7380.14892578    0.12997250    1.50351977 7380.14892578    4.28598928    0.68706578
    0.09507351    1.50367868    0.78006160    4.28589773 7380.18115234    0.12997252    1.50367868 7380.18115234    4.28589773    0.68681973
    0.09618026    1.50383806    0.78015852    4.28580379 7380.18505859    0.12997250    1.50383806 7380.18505859    4.28580379    0.68657386
    0.09728701    1.50399816    0.78025466    4.28571033 7380.20166016    0.12997252    1.50399816 7380.20166016    4.28571033    0.68632770
    0.09839376    1.50415921    0.78035045    4.28561544 7380.20556641    0.12997250    1.50415921 7380.20556641    4.28561544    0.68608153
    0.09950050    1.50432110    0.78044629    4.28552055 7380.22167969    0.12997250    1.50432110 7380.22167969    4.28552055    0.68583518
    0.10060725    1.50448442    0.78054279    4.28542519 7380.22998047    0.12997250    1.50448442 7380.22998047    4.28542519    0.68558896
    0.10171399    1.50464940    0.78064001    4.28532839 7380.23779297    0.12997250    1.50464940 7380.23779297    4.28532839    0.68534255
    0.10282075    1.50481546    0.78073812    4.28523254 7380.25000000    0.12997252    1.50481546 7380.25000000    4.28523254    0.68509614
    0.10392749    1.50498259    0.78083670    4.28513384 7380.25000000    0.12997252    1.50498259 7380.25000000    4.28513384    0.68484956
    0.10503424    1.50515175    0.78093559    4.28503609 7380.25830078    0.12997252    1.50515175 7380.25830078    4.28503609    0.68460298
    0.10614099    1.50532150    0.78103441    4.28493786 7380.26611328    0.12997250    1.50532150 7380.26611328    4.28493786    0.68435597
    0.10724773    1.50549257    0.78113312    4.28483915 7380.27050781    0.12997252    1.50549257 7380.27050781    4.28483915    0.68410909
    0.10835449    1.50566435    0.78123152    4.28473949 7380.27441406    0.12997252    1.50566435 7380.27441406    4.28473949    0.68386179
    0.10946123    1.50583720    0.78132963    4.28464079 7380.27441406    0.12997250    1.50583720 7380.27441406    4.28464079    0.68361443
    0.11056798    1.50601017    0.78142709    4.28454018 7380.27050781    0.12997250    1.50601017 7380.27050781    4.28454018    0.68336707
    0.11167472    1.50618386    0.78152400    4.28444052 7380.25830078    0.12997250    1.50618386 7380.25830078    4.28444052    0.68311954
    0.11278147    1.50635815    0.78162050    4.28434038 7380.25000000    0.12997250    1.50635815 7380.25000000    4.28434038    0.68287200
    0.11388821    1.50653279    0.78171706    4.28423977 7380.23388672    0.12997250    1.50653279 7380.23388672    4.28423977    0.68262416
    0.11499497    1.50670767    0.78181392    4.28413916 7380.21777344    0.12997249    1.50670767 7380.21777344    4.28413916    0.68237621
    0.11610170    1.50688291    0.78191119    4.28403854 7380.18505859    0.12997249    1.50688291 7380.18505859    4.28403854    0.68212813
    0.11720846    1.50705862    0.78200895    4.28393698 7380.15283203    0.12997249    1.50705862 7380.15283203    4.28393698    0.68187988
    0.11831520    1.50723469    0.78210717    4.28383636 7380.12060547    0.12997249    1.50723469 7380.12060547    4.28383636    0.68163127
    0.11942195    1.50741160    0.78220588    4.28373480 7380.08789062    0.12997249    1.50741160 7380.08789062    4.28373480    0.68138236
    0.12052870    1.50758862    0.78230506    4.28363228 7380.07177734    0.12997249    1.50758862 7380.07177734    4.28363228    0.68113291
    0.12163544    1.50776649    0.78240448    4.28352976 7380.05175781    0.12997250    1.50776649 7380.05175781    4.28352976    0.68088335
    0.12274219    1.50794506    0.78250402    4.28342628 7380.03125000    0.12997252    1.50794506 7380.03125000    4.28342628    0.68063366
    0.12384894    1.50812411    0.78260356    4.28332138 7380.02734375    0.12997252    1.50812411 7380.02734375    4.28332138    0.68038410
    0.12495569    1.50830376    0.78270304    4.28321791 7380.01123047    0.12997252    1.50830376 7380.01123047    4.28321791    0.68013459
    0.12606244    1.50848413    0.78280228    4.28311300 7380.01513672    0.12997252    1.50848413 7380.01513672    4.28311300    0.67988557
    0.12716918    1.50866508    0.78290141    4.28300762 7380.00292969    0.12997250    1.50866508 7380.00292969    4.28300762    0.67963648
    0.12827593    1.50884676    0.78300035    4.28290272 7379.99072266    0.12997250    1.50884676 7379.99072266    4.28290272    0.67938745
    0.12938268    1.50902903    0.78309923    4.28279734 7379.98681641    0.12997249    1.50902903 7379.98681641    4.28279734    0.67913842
    0.13048942    1.50921214    0.78319800    4.28269148 7379.95410156    0.12997250    1.50921214 7379.95410156    4.28269148    0.67888886
    0.13159616    1.50939536    0.78329700    4.28258562 7379.93408203    0.12997249    1.50939536 7379.93408203    4.28258562    0.67863935
    0.13270292    1.50957894    0.78339583    4.28247976 7379.90185547    0.12997249    1.50957894 7379.90185547    4.28247976    0.67838967
    0.13380967    1.50976253    0.78349477    4.28237343 7379.86914062    0.12997249    1.50976253 7379.86914062    4.28237343    0.67813998
    0.13491641    1.50994647    0.78359389    4.28226805 7379.83691406    0.12997250    1.50994647 7379.83691406    4.28226805    0.67789048
    0.13602315    1.51012993    0.78369284    4.28216219 7379.80029297    0.12997249    1.51012993 7379.80029297    4.28216219    0.67764080
    0.13712992    1.51031375    0.78379208    4.28205681 7379.76416016    0.12997250    1.51031375 7379.76416016    4.28205681    0.67739111
    0.13823666    1.51049769    0.78389114    4.28195095 7379.72363281    0.12997250    1.51049769 7379.72363281    4.28195095    0.67714161
    0.13934340    1.51068199    0.78399038    4.28184462 7379.69921875    0.12997250    1.51068199 7379.69921875    4.28184462    0.67689198
    0.14045015    1.51086676    0.78408962    4.28173923 7379.67089844    0.12997250    1.51086676 7379.67089844    4.28173923    0.67664206
    0.14155690    1.51105142    0.78418893    4.28163385 7379.65039062    0.12997250    1.51105142 7379.65039062    4.28163385    0.67639238
    0.14266364    1.51123667    0.78428829    4.28152657 7379.63427734    0.12997250    1.51123667 7379.63427734    4.28152657    0.67614216
    0.14377038    1.51142251    0.78438777    4.28141928 7379.60986328    0.12997250    1.51142251 7379.60986328    4.28141928    0.67589182
    0.14487715    1.51160896    0.78448713    4.28131199 7379.58984375    0.12997250    1.51160896 7379.58984375    4.28131199    0.67564148
    0.14598389    1.51179552    0.78458643    4.28120375 7379.55712891    0.12997250    1.51179552 7379.55712891    4.28120375    0.67539096
    0.14709063    1.51198304    0.78468537    4.28109503 7379.53320312    0.12997252    1.51198304 7379.53320312    4.28109503    0.67514086
    0.14819737    1.51217043    0.78478402    4.28098631 7379.48828125    0.12997250    1.51217043 7379.48828125    4.28098631    0.67489111
    0.14930414    1.51235867    0.78488243    4.28087807 7379.43554688    0.12997249    1.51235867 7379.43554688    4.28087807    0.67464155
    0.15041088    1.51254714    0.78498054    4.28076982 7379.38330078    0.12997250    1.51254714 7379.38330078    4.28076982    0.67439216
    0.15151761    1.51273608    0.78507876    4.28066158 7379.32226562    0.12997250    1.51273608 7379.32226562    4.28066158    0.67414248
    0.15262437    1.51292551    0.78517717    4.28055334 7379.27783203    0.12997250    1.51292551 7379.27783203    4.28055334    0.67389232
    0.15373112    1.51311505    0.78527582    4.28044558 7379.23339844    0.12997250    1.51311505 7379.23339844    4.28044558    0.67364156
    0.15483786    1.51330554    0.78537464    4.28033686 7379.19677734    0.12997250    1.51330554 7379.19677734    4.28033686    0.67339039
    0.15594460    1.51349592    0.78547394    4.28022957 7379.16015625    0.12997250    1.51349592 7379.16015625    4.28022957    0.67313915
    0.15705135    1.51368642    0.78557366    4.28012037 7379.11572266    0.12997250    1.51368642 7379.11572266    4.28012037    0.67288780
    0.15815811    1.51387727    0.78567356    4.28001118 7379.08740234    0.12997249    1.51387727 7379.08740234    4.28001118    0.67263645
    0.15926485    1.51406813    0.78577363    4.27990103 7379.05078125    0.12997250    1.51406813 7379.05078125    4.27990103    0.67238516
    0.16037159    1.51425934    0.78587359    4.27979040 7379.00634766    0.12997250    1.51425934 7379.00634766    4.27979040    0.67213392
    0.16147836    1.51445103    0.78597331    4.27967930 7378.95361328    0.12997250    1.51445103 7378.95361328    4.27967930    0.67188293
    0.16258509    1.51464295    0.78607261    4.27956820 7378.90087891    0.12997250    1.51464295 7378.90087891    4.27956820    0.67163169
    0.16369183    1.51483536    0.78617156    4.27945662 7378.83203125    0.12997249    1.51483536 7378.83203125    4.27945662    0.67138064
    0.16479859    1.51502788    0.78627044    4.27934456 7378.77148438    0.12997249    1.51502788 7378.77148438    4.27934456    0.67112964
    0.16590534    1.51522088    0.78636938    4.27923298 7378.71044922    0.12997249    1.51522088 7378.71044922    4.27923298    0.67087859
    0.16701208    1.51541460    0.78646857    4.27912140 7378.66992188    0.12997250    1.51541460 7378.66992188    4.27912140    0.67062753
    0.16811882    1.51560867    0.78656751    4.27901030 7378.61767578    0.12997250    1.51560867 7378.61767578    4.27901030    0.67037660
    0.16922557    1.51580298    0.78666633    4.27889872 7378.57275391    0.12997252    1.51580298 7378.57275391    4.27889872    0.67012566
    0.17033233    1.51599824    0.78676486    4.27878714 7378.52832031    0.12997252    1.51599824 7378.52832031    4.27878714    0.66987479
    0.17143907    1.51619363    0.78686291    4.27867365 7378.49609375    0.12997252    1.51619363 7378.49609375    4.27867365    0.66962391
    0.17254582    1.51638925    0.78696054    4.27856112 7378.45556641    0.12997250    1.51638925 7378.45556641    4.27856112    0.66937304
    0.17365256    1.51658547    0.78705812    4.27844858 7378.41894531    0.12997250    1.51658547 7378.41894531    4.27844858    0.66912246
    0.17475931    1.51678216    0.78715551    4.27833462 7378.36230469    0.12997250    1.51678216 7378.36230469    4.27833462    0.66887212
    0.17586605    1.51697862    0.78725296    4.27822113 7378.30566406    0.12997250    1.51697862 7378.30566406    4.27822113    0.66862184
    0.17697281    1.51717532    0.78735071    4.27810717 7378.23681641    0.12997250    1.51717532 7378.23681641    4.27810717    0.66837174
    0.17807956    1.51737189    0.78744882    4.27799416 7378.18017578    0.12997250    1.51737189 7378.18017578    4.27799416    0.66812170
    0.17918630    1.51756859    0.78754753    4.27788067 7378.11523438    0.12997250    1.51756859 7378.11523438    4.27788067    0.66787148
    0.18029305    1.51776505    0.78764695    4.27776861 7378.05859375    0.12997252    1.51776505 7378.05859375    4.27776861    0.66762108
    0.18139979    1.51796150    0.78774691    4.27765608 7377.99365234    0.12997250    1.51796150 7377.99365234    4.27765608    0.66737050
    0.18250655    1.51815820    0.78784710    4.27754402 7377.94531250    0.12997250    1.51815820 7377.94531250    4.27754402    0.66711968
    0.18361329    1.51835561    0.78794736    4.27743149 7377.89257812    0.12997250    1.51835561 7377.89257812    4.27743149    0.66686893
    0.18472004    1.51855385    0.78804755    4.27731752 7377.84375000    0.12997250    1.51855385 7377.84375000    4.27731752    0.66661811
    0.18582678    1.51875257    0.78814751    4.27720404 7377.79541016    0.12997250    1.51875257 7377.79541016    4.27720404    0.66636741
