# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     1.63478255     1.66450131     0.75098062     4.20867443  6898.12500000     0.12997250     1.66450131  6898.12500000     4.20867443     0.00100000     0.70747370
     1.63546646     1.66523635     0.75186104     4.20847321  6900.09814453     0.12997250     1.66523635  6900.09814453     4.20847321     0.00100000     0.70747381
     1.63615048     1.66596901     0.75273424     4.20827341  6902.05664062     0.12997250     1.66596901  6902.05664062     4.20827341     0.00100000     0.70747411
     1.63683438     1.66669869     0.75359833     4.20807409  6903.97802734     0.12997250     1.66669869  6903.97802734     4.20807409     0.00100000     0.70747435
     1.63751841     1.66742635     0.75445294     4.20787764  6905.88085938     0.12997250     1.66742635  6905.88085938     4.20787764     0.00100000     0.70747483
     1.63820219     1.66815150     0.75529569     4.20768213  6907.72753906     0.12997250     1.66815150  6907.72753906     4.20768213     0.00100000     0.70747548
     1.63888609     1.66887414     0.75612539     4.20748901  6909.54443359     0.12997252     1.66887414  6909.54443359     4.20748901     0.00100000     0.70747614
     1.63957012     1.66959381     0.75693977     4.20729637  6911.29687500     0.12997250     1.66959381  6911.29687500     4.20729637     0.00100000     0.70747691
     1.64025402     1.67030966     0.75773656     4.20710611  6912.98925781     0.12997250     1.67030966  6912.98925781     4.20710611     0.00100000     0.70747763
     1.64093804     1.67102158     0.75851524     4.20691776  6914.62890625     0.12997249     1.67102158  6914.62890625     4.20691776     0.00100000     0.70747840
     1.64162183     1.67173016     0.75927740     4.20673323  6916.20458984     0.12997249     1.67173016  6916.20458984     4.20673323     0.00100000     0.70747906
     1.64230573     1.67243564     0.76002592     4.20654869  6917.73095703     0.12997249     1.67243564  6917.73095703     4.20654869     0.00100000     0.70747960
     1.64298975     1.67314088     0.76076466     4.20636559  6919.22753906     0.12997249     1.67314088  6919.22753906     4.20636559     0.00100000     0.70747972
     1.64367366     1.67384672     0.76149613     4.20618200  6920.68994141     0.12997250     1.67384672  6920.68994141     4.20618200     0.00100000     0.70747966
     1.64435768     1.67455530     0.76222104     4.20599747  6922.12255859     0.12997250     1.67455530  6922.12255859     4.20599747     0.00100000     0.70747954
     1.64504147     1.67526782     0.76293838     4.20580959  6923.50585938     0.12997250     1.67526782  6923.50585938     4.20580959     0.00100000     0.70747918
     1.64572537     1.67598677     0.76364917     4.20561886  6924.85546875     0.12997252     1.67598677  6924.85546875     4.20561886     0.00100000     0.70747906
     1.64640939     1.67671394     0.76435405     4.20542097  6926.16699219     0.12997250     1.67671394  6926.16699219     4.20542097     0.00100000     0.70747888
     1.64709330     1.67744851     0.76505607     4.20522070  6927.44482422     0.12997252     1.67744851  6927.44482422     4.20522070     0.00100000     0.70747870
     1.64777732     1.67819154     0.76575887     4.20501614  6928.71142578     0.12997252     1.67819154  6928.71142578     4.20501614     0.00100000     0.70747876
     1.64846110     1.67894208     0.76646495     4.20480633  6929.97412109     0.12997252     1.67894208  6929.97412109     4.20480633     0.00100000     0.70747882
     1.64914501     1.67970085     0.76717669     4.20459366  6931.24121094     0.12997250     1.67970085  6931.24121094     4.20459366     0.00100000     0.70747918
     1.64982903     1.68046677     0.76789540     4.20437670  6932.54248047     0.12997252     1.68046677  6932.54248047     4.20437670     0.00100000     0.70748013
     1.65051293     1.68123853     0.76862025     4.20415878  6933.84814453     0.12997252     1.68123853  6933.84814453     4.20415878     0.00100000     0.70748121
     1.65119696     1.68201399     0.76935017     4.20393896  6935.16162109     0.12997252     1.68201399  6935.16162109     4.20393896     0.00100000     0.70748258
     1.65188086     1.68279147     0.77008176     4.20371771  6936.47900391     0.12997250     1.68279147  6936.47900391     4.20371771     0.00100000     0.70748383
     1.65256464     1.68356788     0.77081090     4.20349789  6937.78906250     0.12997252     1.68356788  6937.78906250     4.20349789     0.00100000     0.70748520
     1.65324867     1.68434095     0.77153355     4.20327997  6939.07666016     0.12997250     1.68434095  6939.07666016     4.20327997     0.00100000     0.70748645
     1.65393257     1.68510818     0.77224797     4.20306444  6940.34130859     0.12997250     1.68510818  6940.34130859     4.20306444     0.00100000     0.70748740
     1.65461659     1.68586910     0.77295488     4.20285177  6941.57958984     0.12997250     1.68586910  6941.57958984     4.20285177     0.00100000     0.70748794
     1.65530050     1.68662345     0.77365720     4.20264101  6942.83349609     0.12997250     1.68662345  6942.83349609     4.20264101     0.00100000     0.70748788
     1.65598428     1.68737376     0.77435941     4.20243263  6944.08007812     0.12997250     1.68737376  6944.08007812     4.20243263     0.00100000     0.70748794
     1.65666831     1.68812370     0.77506703     4.20222330  6945.36865234     0.12997250     1.68812370  6945.36865234     4.20222330     0.00100000     0.70748770
     1.65735221     1.68887508     0.77578515     4.20201492  6946.69189453     0.12997250     1.68887508  6946.69189453     4.20201492     0.00100000     0.70748770
     1.65803623     1.68963242     0.77651894     4.20180273  6948.06494141     0.12997250     1.68963242  6948.06494141     4.20180273     0.00100000     0.70748782
     1.65872014     1.69039643     0.77727276     4.20158672  6949.52197266     0.12997250     1.69039643  6949.52197266     4.20158672     0.00100000     0.70748812
     1.65940392     1.69116902     0.77805012     4.20136786  6951.04833984     0.12997250     1.69116902  6951.04833984     4.20136786     0.00100000     0.70748842
     1.66008794     1.69194984     0.77885324     4.20114422  6952.65527344     0.12997250     1.69194984  6952.65527344     4.20114422     0.00100000     0.70748878
     1.66077185     1.69273794     0.77968168     4.20091724  6954.36132812     0.12997252     1.69273794  6954.36132812     4.20091724     0.00100000     0.70748895
     1.66145587     1.69353139     0.78053367     4.20068836  6956.13330078     0.12997249     1.69353139  6956.13330078     4.20068836     0.00100000     0.70748901
     1.66213977     1.69432843     0.78140646     4.20045662  6957.99707031     0.12997250     1.69432843  6957.99707031     4.20045662     0.00100000     0.70748878
     1.66282356     1.69512844     0.78229815     4.20022488  6959.92236328     0.12997252     1.69512844  6959.92236328     4.20022488     0.00100000     0.70748866
     1.66350758     1.69592988     0.78320700     4.19999313  6961.91699219     0.12997252     1.69592988  6961.91699219     4.19999313     0.00100000     0.70748842
     1.66419148     1.69673133     0.78413123     4.19976044  6963.96972656     0.12997250     1.69673133  6963.96972656     4.19976044     0.00100000     0.70748788
     1.66487551     1.69753289     0.78506941     4.19952822  6966.07666016     0.12997250     1.69753289  6966.07666016     4.19952822     0.00100000     0.70748740
     1.66555941     1.69833314     0.78601998     4.19929695  6968.25292969     0.12997252     1.69833314  6968.25292969     4.19929695     0.00100000     0.70748687
     1.66624320     1.69913149     0.78698170     4.19906616  6970.46435547     0.12997252     1.69913149  6970.46435547     4.19906616     0.00100000     0.70748615
     1.66692722     1.69992781     0.78795421     4.19883728  6972.71875000     0.12997250     1.69992781  6972.71875000     4.19883728     0.00100000     0.70748538
     1.66761112     1.70072150     0.78893548     4.19861031  6975.03125000     0.12997252     1.70072150  6975.03125000     4.19861031     0.00100000     0.70748466
     1.66829515     1.70151210     0.78992492     4.19838428  6977.37500000     0.12997250     1.70151210  6977.37500000     4.19838428     0.00100000     0.70748377
     1.66897905     1.70229971     0.79092139     4.19816160  6979.76171875     0.12997252     1.70229971  6979.76171875     4.19816160     0.00100000     0.70748287
     1.66966283     1.70308304     0.79192364     4.19793940  6982.18017578     0.12997252     1.70308304  6982.18017578     4.19793940     0.00100000     0.70748198
     1.67034686     1.70386326     0.79293126     4.19772053  6984.62597656     0.12997252     1.70386326  6984.62597656     4.19772053     0.00100000     0.70748121
     1.67103076     1.70463884     0.79394269     4.19750404  6987.10351562     0.12997252     1.70463884  6987.10351562     4.19750404     0.00100000     0.70748013
     1.67171478     1.70541024     0.79495746     4.19728947  6989.59326172     0.12997250     1.70541024  6989.59326172     4.19728947     0.00100000     0.70747918
     1.67239869     1.70617712     0.79597378     4.19707727  6992.11083984     0.12997252     1.70617712  6992.11083984     4.19707727     0.00100000     0.70747817
     1.67308247     1.70693886     0.79699093     4.19686794  6994.64453125     0.12997250     1.70693886  6994.64453125     4.19686794     0.00100000     0.70747715
     1.67376649     1.70769608     0.79800808     4.19666100  6997.19482422     0.12997250     1.70769608  6997.19482422     4.19666100     0.00100000     0.70747602
     1.67445040     1.70844746     0.79902387     4.19645786  6999.73828125     0.12997250     1.70844746  6999.73828125     4.19645786     0.00100000     0.70747513
     1.67513442     1.70919383     0.80003715     4.19625616  7002.29785156     0.12997250     1.70919383  7002.29785156     4.19625616     0.00100000     0.70747405
     1.67581832     1.70993412     0.80104649     4.19605875  7004.85888672     0.12997250     1.70993412  7004.85888672     4.19605875     0.00100000     0.70747310
     1.67650211     1.71066833     0.80205059     4.19586372  7007.40087891     0.12997250     1.71066833  7007.40087891     4.19586372     0.00100000     0.70747209
     1.67718613     1.71139646     0.80304885     4.19567251  7009.93261719     0.12997250     1.71139646  7009.93261719     4.19567251     0.00100000     0.70747095
     1.67787004     1.71211731     0.80403924     4.19548464  7012.46923828     0.12997250     1.71211731  7012.46923828     4.19548464     0.00100000     0.70747000
     1.67855406     1.71283150     0.80502099     4.19530010  7014.96826172     0.12997250     1.71283150  7014.96826172     4.19530010     0.00100000     0.70746905
     1.67923796     1.71353865     0.80599231     4.19511938  7017.45263672     0.12997250     1.71353865  7017.45263672     4.19511938     0.00100000     0.70746815
     1.67992175     1.71423841     0.80695212     4.19494247  7019.89550781     0.12997250     1.71423841  7019.89550781     4.19494247     0.00100000     0.70746738
     1.68060577     1.71493161     0.80789948     4.19476986  7022.31591797     0.12997250     1.71493161  7022.31591797     4.19476986     0.00100000     0.70746666
     1.68128967     1.71561825     0.80883390     4.19459867  7024.68750000     0.12997250     1.71561825  7024.68750000     4.19459867     0.00100000     0.70746589
     1.68197370     1.71629930     0.80975622     4.19443083  7027.02832031     0.12997252     1.71629930  7027.02832031     4.19443083     0.00100000     0.70746547
     1.68265760     1.71697485     0.81066608     4.19426680  7029.33593750     0.12997250     1.71697485  7029.33593750     4.19426680     0.00100000     0.70746481
     1.68334138     1.71764553     0.81156415     4.19410515  7031.59375000     0.12997250     1.71764553  7031.59375000     4.19410515     0.00100000     0.70746452
     1.68402541     1.71831250     0.81245065     4.19394493  7033.83300781     0.12997250     1.71831250  7033.83300781     4.19394493     0.00100000     0.70746392
     1.68470931     1.71897531     0.81332564     4.19378710  7036.02294922     0.12997250     1.71897531  7036.02294922     4.19378710     0.00100000     0.70746344
     1.68539333     1.71963489     0.81418991     4.19363070  7038.18603516     0.12997252     1.71963489  7038.18603516     4.19363070     0.00100000     0.70746303
     1.68607724     1.72029138     0.81504309     4.19347620  7040.29980469     0.12997250     1.72029138  7040.29980469     4.19347620     0.00100000     0.70746267
     1.68676102     1.72094464     0.81588572     4.19332218  7042.37939453     0.12997250     1.72094464  7042.37939453     4.19332218     0.00100000     0.70746213
     1.68744504     1.72159636     0.81671900     4.19317055  7044.42529297     0.12997252     1.72159636  7044.42529297     4.19317055     0.00100000     0.70746166
     1.68812895     1.72224534     0.81754237     4.19301891  7046.43261719     0.12997249     1.72224534  7046.43261719     4.19301891     0.00100000     0.70746112
     1.68881297     1.72289336     0.81835753     4.19286823  7048.41699219     0.12997252     1.72289336  7048.41699219     4.19286823     0.00100000     0.70746070
     1.68949687     1.72354078     0.81916422     4.19271851  7050.36376953     0.12997252     1.72354078  7050.36376953     4.19271851     0.00100000     0.70746046
     1.69018066     1.72418880     0.81996351     4.19256735  7052.28759766     0.12997252     1.72418880  7052.28759766     4.19256735     0.00100000     0.70746017
     1.69086468     1.72483838     0.82075614     4.19241524  7054.16162109     0.12997252     1.72483838  7054.16162109     4.19241524     0.00100000     0.70746017
     1.69154859     1.72548962     0.82154250     4.19226360  7056.02099609     0.12997252     1.72548962  7056.02099609     4.19226360     0.00100000     0.70746005
     1.69223261     1.72614360     0.82232314     4.19211006  7057.85742188     0.12997252     1.72614360  7057.85742188     4.19211006     0.00100000     0.70746017
     1.69291651     1.72679949     0.82309812     4.19195414  7059.65527344     0.12997250     1.72679949  7059.65527344     4.19195414     0.00100000     0.70746017
     1.69360030     1.72745764     0.82386762     4.19179773  7061.44580078     0.12997252     1.72745764  7061.44580078     4.19179773     0.00100000     0.70746034
     1.69428432     1.72811782     0.82463241     4.19164133  7063.20605469     0.12997250     1.72811782  7063.20605469     4.19164133     0.00100000     0.70746017
     1.69496822     1.72877896     0.82539254     4.19148397  7064.94335938     0.12997250     1.72877896  7064.94335938     4.19148397     0.00100000     0.70745999
     1.69565225     1.72944129     0.82614982     4.19132662  7066.68505859     0.12997250     1.72944129  7066.68505859     4.19132662     0.00100000     0.70745975
     1.69633615     1.73010409     0.82690573     4.19116974  7068.40771484     0.12997250     1.73010409  7068.40771484     4.19116974     0.00100000     0.70745933
     1.69701993     1.73076642     0.82766223     4.19101286  7070.13867188     0.12997250     1.73076642  7070.13867188     4.19101286     0.00100000     0.70745891
     1.69770396     1.73142731     0.82842147     4.19085646  7071.87402344     0.12997252     1.73142731  7071.87402344     4.19085646     0.00100000     0.70745856
     1.69838786     1.73208547     0.82918447     4.19070005  7073.63281250     0.12997250     1.73208547  7073.63281250     4.19070005     0.00100000     0.70745826
     1.69907188     1.73274052     0.82995045     4.19054747  7075.42333984     0.12997250     1.73274052  7075.42333984     4.19054747     0.00100000     0.70745820
     1.69975579     1.73339176     0.83071768     4.19039583  7077.20654297     0.12997250     1.73339176  7077.20654297     4.19039583     0.00100000     0.70745826
     1.70043957     1.73403788     0.83148426     4.19024658  7079.02099609     0.12997250     1.73403788  7079.02099609     4.19024658     0.00100000     0.70745850
     1.70112360     1.73467910     0.83224857     4.19009924  7080.82812500     0.12997250     1.73467910  7080.82812500     4.19009924     0.00100000     0.70745885
     1.70180750     1.73531449     0.83300853     4.18995571  7082.63232422     0.12997252     1.73531449  7082.63232422     4.18995571     0.00100000     0.70745927
     1.70249152     1.73594511     0.83376342     4.18981409  7084.42089844     0.12997252     1.73594511  7084.42089844     4.18981409     0.00100000     0.70745969
     1.70317543     1.73657048     0.83451164     4.18967485  7086.20263672     0.12997250     1.73657048  7086.20263672     4.18967485     0.00100000     0.70746017
     1.70385921     1.73718989     0.83525336     4.18953896  7087.97656250     0.12997250     1.73718989  7087.97656250     4.18953896     0.00100000     0.70746070
     1.70454323     1.73780286     0.83598936     4.18940592  7089.72802734     0.12997250     1.73780286  7089.72802734     4.18940592     0.00100000     0.70746118
     1.70522714     1.73841000     0.83671951     4.18927670  7091.47949219     0.12997252     1.73841000  7091.47949219     4.18927670     0.00100000     0.70746171
     1.70591116     1.73901021     0.83744460     4.18915129  7093.21240234     0.12997250     1.73901021  7093.21240234     4.18915129     0.00100000     0.70746219
     1.70659506     1.73960316     0.83816457     4.18902826  7094.94531250     0.12997250     1.73960316  7094.94531250     4.18902826     0.00100000     0.70746261
     1.70727885     1.74018824     0.83888018     4.18891048  7096.67480469     0.12997250     1.74018824  7096.67480469     4.18891048     0.00100000     0.70746303
     1.70796287     1.74076557     0.83959204     4.18879652  7098.40478516     0.12997252     1.74076557  7098.40478516     4.18879652     0.00100000     0.70746338
     1.70864677     1.74133444     0.84030038     4.18868637  7100.14306641     0.12997250     1.74133444  7100.14306641     4.18868637     0.00100000     0.70746362
     1.70933080     1.74189508     0.84100622     4.18858099  7101.88574219     0.12997250     1.74189508  7101.88574219     4.18858099     0.00100000     0.70746368
     1.71001470     1.74244678     0.84170997     4.18847990  7103.63232422     0.12997249     1.74244678  7103.63232422     4.18847990     0.00100000     0.70746380
     1.71069849     1.74299026     0.84241217     4.18838310  7105.39550781     0.12997249     1.74299026  7105.39550781     4.18838310     0.00100000     0.70746380
     1.71138251     1.74352622     0.84311378     4.18828917  7107.17431641     0.12997249     1.74352622  7107.17431641     4.18828917     0.00100000     0.70746368
     1.71206641     1.74405456     0.84381479     4.18819904  7108.96142578     0.12997249     1.74405456  7108.96142578     4.18819904     0.00100000     0.70746362
     1.71275043     1.74457669     0.84451586     4.18811226  7110.76464844     0.12997249     1.74457669  7110.76464844     4.18811226     0.00100000     0.70746362
     1.71343434     1.74509239     0.84521711     4.18802929  7112.57226562     0.12997249     1.74509239  7112.57226562     4.18802929     0.00100000     0.70746344
     1.71411812     1.74560249     0.84591872     4.18794870  7114.41162109     0.12997249     1.74560249  7114.41162109     4.18794870     0.00100000     0.70746350
     1.71480215     1.74610806     0.84662086     4.18787146  7116.25146484     0.12997250     1.74610806  7116.25146484     4.18787146     0.00100000     0.70746326
     1.71548605     1.74660885     0.84732360     4.18779469  7118.10742188     0.12997249     1.74660885  7118.10742188     4.18779469     0.00100000     0.70746338
     1.71617007     1.74710596     0.84802711     4.18772125  7119.98339844     0.12997249     1.74710596  7119.98339844     4.18772125     0.00100000     0.70746332
     1.71685398     1.74759984     0.84873104     4.18764973  7121.86376953     0.12997249     1.74759984  7121.86376953     4.18764973     0.00100000     0.70746344
     1.71753776     1.74809015     0.84943551     4.18757820  7123.75244141     0.12997249     1.74809015  7123.75244141     4.18757820     0.00100000     0.70746356
     1.71822178     1.74857807     0.85014081     4.18750906  7125.64941406     0.12997249     1.74857807  7125.64941406     4.18750906     0.00100000     0.70746362
     1.71890569     1.74906349     0.85084647     4.18744135  7127.55468750     0.12997249     1.74906349  7127.55468750     4.18744135     0.00100000     0.70746386
     1.71958971     1.74954677     0.85155278     4.18737459  7129.47998047     0.12997249     1.74954677  7129.47998047     4.18737459     0.00100000     0.70746422
     1.72027361     1.75002801     0.85225964     4.18730783  7131.40625000     0.12997249     1.75002801  7131.40625000     4.18730783     0.00100000     0.70746440
     1.72095740     1.75050724     0.85296702     4.18724346  7133.33642578     0.12997249     1.75050724  7133.33642578     4.18724346     0.00100000     0.70746487
     1.72164142     1.75098515     0.85367543     4.18717909  7135.27490234     0.12997249     1.75098515  7135.27490234     4.18717909     0.00100000     0.70746523
     1.72232533     1.75146103     0.85438502     4.18711424  7137.22607422     0.12997249     1.75146103  7137.22607422     4.18711424     0.00100000     0.70746565
     1.72300935     1.75193548     0.85509604     4.18705225  7139.18945312     0.12997252     1.75193548  7139.18945312     4.18705225     0.00100000     0.70746630
     1.72369325     1.75240815     0.85580850     4.18699026  7141.15332031     0.12997250     1.75240815  7141.15332031     4.18699026     0.00100000     0.70746672
     1.72437704     1.75287926     0.85652268     4.18692923  7143.13330078     0.12997250     1.75287926  7143.13330078     4.18692923     0.00100000     0.70746720
     1.72506106     1.75334954     0.85723901     4.18686914  7145.12158203     0.12997250     1.75334954  7145.12158203     4.18686914     0.00100000     0.70746773
     1.72574496     1.75381815     0.85795772     4.18680811  7147.13037109     0.12997249     1.75381815  7147.13037109     4.18680811     0.00100000     0.70746839
     1.72642899     1.75428522     0.85867923     4.18674946  7149.14355469     0.12997249     1.75428522  7149.14355469     4.18674946     0.00100000     0.70746881
     1.72711289     1.75475156     0.85940355     4.18669033  7151.18066406     0.12997249     1.75475156  7151.18066406     4.18669033     0.00100000     0.70746940
     1.72779667     1.75521660     0.86013085     4.18663263  7153.22607422     0.12997250     1.75521660  7153.22607422     4.18663263     0.00100000     0.70747006
     1.72848070     1.75568080     0.86086178     4.18657494  7155.29199219     0.12997252     1.75568080  7155.29199219     4.18657494     0.00100000     0.70747060
     1.72916460     1.75614452     0.86159629     4.18651724  7157.37060547     0.12997249     1.75614452  7157.37060547     4.18651724     0.00100000     0.70747113
     1.72984862     1.75660753     0.86233503     4.18645906  7159.46875000     0.12997250     1.75660753  7159.46875000     4.18645906     0.00100000     0.70747161
     1.73053253     1.75706983     0.86307800     4.18640280  7161.60351562     0.12997250     1.75706983  7161.60351562     4.18640280     0.00100000     0.70747209
     1.73121631     1.75753224     0.86382538     4.18634605  7163.73486328     0.12997252     1.75753224  7163.73486328     4.18634605     0.00100000     0.70747250
     1.73190033     1.75799417     0.86457783     4.18628883  7165.89404297     0.12997250     1.75799417  7165.89404297     4.18628883     0.00100000     0.70747286
     1.73258424     1.75845647     0.86533529     4.18623209  7168.08544922     0.12997250     1.75845647  7168.08544922     4.18623209     0.00100000     0.70747322
     1.73326826     1.75891864     0.86609840     4.18617535  7170.28955078     0.12997250     1.75891864  7170.28955078     4.18617535     0.00100000     0.70747364
     1.73395216     1.75938129     0.86686707     4.18611765  7172.52587891     0.12997250     1.75938129  7172.52587891     4.18611765     0.00100000     0.70747381
     1.73463595     1.75984442     0.86764157     4.18606091  7174.77441406     0.12997250     1.75984442  7174.77441406     4.18606091     0.00100000     0.70747399
     1.73531997     1.76030815     0.86842275     4.18600321  7177.05566406     0.12997250     1.76030815  7177.05566406     4.18600321     0.00100000     0.70747423
     1.73600388     1.76077306     0.86921060     4.18594503  7179.36865234     0.12997250     1.76077306  7179.36865234     4.18594503     0.00100000     0.70747447
     1.73668790     1.76123846     0.87000531     4.18588543  7181.69824219     0.12997250     1.76123846  7181.69824219     4.18588543     0.00100000     0.70747453
     1.73737180     1.76170456     0.87080705     4.18582678  7184.06445312     0.12997250     1.76170456  7184.06445312     4.18582678     0.00100000     0.70747453
     1.73805559     1.76217186     0.87161618     4.18576670  7186.45849609     0.12997250     1.76217186  7186.45849609     4.18576670     0.00100000     0.70747447
     1.73873961     1.76264048     0.87243330     4.18570709  7188.87744141     0.12997249     1.76264048  7188.87744141     4.18570709     0.00100000     0.70747429
     1.73942351     1.76311052     0.87325835     4.18564653  7191.33642578     0.12997250     1.76311052  7191.33642578     4.18564653     0.00100000     0.70747411
     1.74010754     1.76358151     0.87409163     4.18558502  7193.82812500     0.12997250     1.76358151  7193.82812500     4.18558502     0.00100000     0.70747387
     1.74079144     1.76405323     0.87493312     4.18552303  7196.35205078     0.12997249     1.76405323  7196.35205078     4.18552303     0.00100000     0.70747352
     1.74147522     1.76452589     0.87578195     4.18546152  7198.90478516     0.12997250     1.76452589  7198.90478516     4.18546152     0.00100000     0.70747316
     1.74215925     1.76499879     0.87663835     4.18539906  7201.48583984     0.12997250     1.76499879  7201.48583984     4.18539906     0.00100000     0.70747262
     1.74284315     1.76547158     0.87750119     4.18533754  7204.11132812     0.12997250     1.76547158  7204.11132812     4.18533754     0.00100000     0.70747232
     1.74352717     1.76594388     0.87837011     4.18527460  7206.75000000     0.12997250     1.76594388  7206.75000000     4.18527460     0.00100000     0.70747185
     1.74421108     1.76641500     0.87924421     4.18521452  7209.41699219     0.12997250     1.76641500  7209.41699219     4.18521452     0.00100000     0.70747137
     1.74489486     1.76688480     0.88012260     4.18515348  7212.10498047     0.12997250     1.76688480  7212.10498047     4.18515348     0.00100000     0.70747083
     1.74557889     1.76735365     0.88100553     4.18509340  7214.82910156     0.12997250     1.76735365  7214.82910156     4.18509340     0.00100000     0.70747042
     1.74626279     1.76782036     0.88189173     4.18503523  7217.55468750     0.12997250     1.76782036  7217.55468750     4.18503523     0.00100000     0.70746982
     1.74694681     1.76828551     0.88278091     4.18497610  7220.30517578     0.12997250     1.76828551  7220.30517578     4.18497610     0.00100000     0.70746940
     1.74763072     1.76874864     0.88367242     4.18491840  7223.06445312     0.12997250     1.76874864  7223.06445312     4.18491840     0.00100000     0.70746905
     1.74831450     1.76920950     0.88456523     4.18486309  7225.84863281     0.12997250     1.76920950  7225.84863281     4.18486309     0.00100000     0.70746851
     1.74899852     1.76966882     0.88545972     4.18480778  7228.62988281     0.12997250     1.76966882  7228.62988281     4.18480778     0.00100000     0.70746797
     1.74968243     1.77012563     0.88635474     4.18475342  7231.42041016     0.12997249     1.77012563  7231.42041016     4.18475342     0.00100000     0.70746750
     1.75036645     1.77058053     0.88724989     4.18469954  7234.22363281     0.12997250     1.77058053  7234.22363281     4.18469954     0.00100000     0.70746696
     1.75105035     1.77103269     0.88814461     4.18464756  7237.02392578     0.12997252     1.77103269  7237.02392578     4.18464756     0.00100000     0.70746648
     1.75173426     1.77148235     0.88903803     4.18459654  7239.82568359     0.12997250     1.77148235  7239.82568359     4.18459654     0.00100000     0.70746595
     1.75241816     1.77192962     0.88992971     4.18454695  7242.62792969     0.12997250     1.77192962  7242.62792969     4.18454695     0.00100000     0.70746553
     1.75310206     1.77237368     0.89081931     4.18449926  7245.43164062     0.12997250     1.77237368  7245.43164062     4.18449926     0.00100000     0.70746499
     1.75378609     1.77281499     0.89170587     4.18445158  7248.22460938     0.12997250     1.77281499  7248.22460938     4.18445158     0.00100000     0.70746452
     1.75446999     1.77325261     0.89258844     4.18440676  7251.00634766     0.12997249     1.77325261  7251.00634766     4.18440676     0.00100000     0.70746398
     1.75515389     1.77368712     0.89346731     4.18436337  7253.78173828     0.12997250     1.77368712  7253.78173828     4.18436337     0.00100000     0.70746338
     1.75583780     1.77411747     0.89434093     4.18432140  7256.54980469     0.12997250     1.77411747  7256.54980469     4.18432140     0.00100000     0.70746285
     1.75652170     1.77454376     0.89520878     4.18428230  7259.30712891     0.12997250     1.77454376  7259.30712891     4.18428230     0.00100000     0.70746243
     1.75720572     1.77496636     0.89607060     4.18424463  7262.03320312     0.12997250     1.77496636  7262.03320312     4.18424463     0.00100000     0.70746189
     1.75788963     1.77538419     0.89692521     4.18420935  7264.75292969     0.12997250     1.77538419  7264.75292969     4.18420935     0.00100000     0.70746136
     1.75857353     1.77579749     0.89777207     4.18417549  7267.44531250     0.12997250     1.77579749  7267.44531250     4.18417549     0.00100000     0.70746100
     1.75925744     1.77620602     0.89861047     4.18414307  7270.11474609     0.12997250     1.77620602  7270.11474609     4.18414307     0.00100000     0.70746058
     1.75994134     1.77660990     0.89944005     4.18411493  7272.76953125     0.12997250     1.77660990  7272.76953125     4.18411493     0.00100000     0.70746005
     1.76062536     1.77700925     0.90026003     4.18408728  7275.38916016     0.12997250     1.77700925  7275.38916016     4.18408728     0.00100000     0.70745975
     1.76130927     1.77740431     0.90107059     4.18406248  7277.97753906     0.12997250     1.77740431  7277.97753906     4.18406248     0.00100000     0.70745945
     1.76199317     1.77779603     0.90187210     4.18403912  7280.54736328     0.12997249     1.77779603  7280.54736328     4.18403912     0.00100000     0.70745903
     1.76267707     1.77818525     0.90266544     4.18401670  7283.06982422     0.12997250     1.77818525  7283.06982422     4.18401670     0.00100000     0.70745879
     1.76336098     1.77857292     0.90345091     4.18399525  7285.56884766     0.12997252     1.77857292  7285.56884766     4.18399525     0.00100000     0.70745820
     1.76404500     1.77896023     0.90422940     4.18397379  7288.04101562     0.12997250     1.77896023  7288.04101562     4.18397379     0.00100000     0.70745778
     1.76472890     1.77934790     0.90500098     4.18395281  7290.47412109     0.12997250     1.77934790  7290.47412109     4.18395281     0.00100000     0.70745748
     1.76541281     1.77973616     0.90576625     4.18393135  7292.88378906     0.12997250     1.77973616  7292.88378906     4.18393135     0.00100000     0.70745707
     1.76609671     1.78012645     0.90652555     4.18390989  7295.25830078     0.12997250     1.78012645  7295.25830078     4.18390989     0.00100000     0.70745659
     1.76678061     1.78051794     0.90727949     4.18388605  7297.60156250     0.12997249     1.78051794  7297.60156250     4.18388605     0.00100000     0.70745617
     1.76746464     1.78091121     0.90802789     4.18386269  7299.93359375     0.12997250     1.78091121  7299.93359375     4.18386269     0.00100000     0.70745581
     1.76814854     1.78130674     0.90877116     4.18383884  7302.23046875     0.12997250     1.78130674  7302.23046875     4.18383884     0.00100000     0.70745581
     1.76883245     1.78170311     0.90950948     4.18381310  7304.51171875     0.12997249     1.78170311  7304.51171875     4.18381310     0.00100000     0.70745575
     1.76951635     1.78210080     0.91024256     4.18378735  7306.77392578     0.12997250     1.78210080  7306.77392578     4.18378735     0.00100000     0.70745587
     1.77020025     1.78249848     0.91097122     4.18376255  7309.02441406     0.12997250     1.78249848  7309.02441406     4.18376255     0.00100000     0.70745611
     1.77088428     1.78289568     0.91169578     4.18373680  7311.26757812     0.12997250     1.78289568  7311.26757812     4.18373680     0.00100000     0.70745665
     1.77156818     1.78329182     0.91241640     4.18371153  7313.49560547     0.12997250     1.78329182  7313.49560547     4.18371153     0.00100000     0.70745701
