# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     0.86331218     0.75932491    -0.48625118     4.61307478  5010.09033203     0.12953436     0.75932491  5010.09033203     4.61307478     0.00100000     0.70679396
     0.86399609     0.76032853    -0.48457423     4.61226702  5011.57275391     0.12952907     0.76032853  5011.57275391     4.61226702     0.00100000     0.70684189
     0.86468005     0.76126492    -0.48289555     4.61153269  5013.34521484     0.12953147     0.76126492  5013.34521484     4.61153269     0.00100000     0.70687813
     0.86536396     0.76214510    -0.48121476     4.61086702  5015.29687500     0.12953512     0.76214510  5015.29687500     4.61086702     0.00100000     0.70690781
     0.86604786     0.76298231    -0.47953963     4.61025095  5017.33740234     0.12953183     0.76298231  5017.33740234     4.61025095     0.00100000     0.70693439
     0.86673182     0.76378101    -0.47785899     4.60967159  5019.55224609     0.12953070     0.76378101  5019.55224609     4.60967159     0.00100000     0.70696086
     0.86741573     0.76454681    -0.47617984     4.60913563  5021.87597656     0.12953129     0.76454681  5021.87597656     4.60913563     0.00100000     0.70698535
     0.86809969     0.76528287    -0.47451124     4.60864592  5024.25585938     0.12953091     0.76528287  5024.25585938     4.60864592     0.00100000     0.70700580
     0.86878359     0.76598901    -0.47284901     4.60819244  5026.71679688     0.12953076     0.76598901  5026.71679688     4.60819244     0.00100000     0.70702189
     0.86946750     0.76666558    -0.47119018     4.60776615  5029.30029297     0.12953162     0.76666558  5029.30029297     4.60776615     0.00100000     0.70703328
     0.87015146     0.76731491    -0.46953636     4.60736799  5031.97656250     0.12953220     0.76731491  5031.97656250     4.60736799     0.00100000     0.70704001
     0.87083536     0.76793796    -0.46789020     4.60700083  5034.70361328     0.12953165     0.76793796  5034.70361328     4.60700083     0.00100000     0.70704198
     0.87151933     0.76853591    -0.46625298     4.60666466  5037.49316406     0.12953012     0.76853591  5037.49316406     4.60666466     0.00100000     0.70703882
     0.87220323     0.76910895    -0.46462613     4.60635805  5040.33691406     0.12952833     0.76910895  5040.33691406     4.60635805     0.00100000     0.70703059
     0.87288713     0.76965755    -0.46300992     4.60608101  5043.23779297     0.12952670     0.76965755  5043.23779297     4.60608101     0.00100000     0.70701694
     0.87357110     0.77018189    -0.46140462     4.60583305  5046.19531250     0.12952529     0.77018189  5046.19531250     4.60583305     0.00100000     0.70699751
     0.87425500     0.77068180    -0.45981070     4.60561562  5049.21044922     0.12952408     0.77068180  5049.21044922     4.60561562     0.00100000     0.70697266
     0.87493896     0.77115709    -0.45822808     4.60542822  5052.27441406     0.12952289     0.77115709  5052.27441406     4.60542822     0.00100000     0.70694321
     0.87562287     0.77160585    -0.45665738     4.60527134  5055.39257812     0.12952112     0.77160585  5055.39257812     4.60527134     0.00100000     0.70690966
     0.87630677     0.77202547    -0.45509952     4.60514832  5058.54931641     0.12951873     0.77202547  5058.54931641     4.60514832     0.00100000     0.70687312
     0.87699074     0.77241176    -0.45355535     4.60506010  5061.76904297     0.12951782     0.77241176  5061.76904297     4.60506010     0.00100000     0.70683348
     0.87767464     0.77275914    -0.45203021     4.60500813  5065.11572266     0.12952062     0.77275914  5065.11572266     4.60500813     0.00100000     0.70679033
     0.87835860     0.77306306    -0.45053574     4.60501146  5068.50927734     0.12952325     0.77306306  5068.50927734     4.60501146     0.00100000     0.70675087
     0.87904251     0.77331460    -0.44905904     4.60508204  5072.05517578     0.12952356     0.77331460  5072.05517578     4.60508204     0.00100000     0.70671856
     0.87972641     0.77347249    -0.44761351     4.60524559  5075.81835938     0.12952666     0.77347249  5075.81835938     4.60524559     0.00100000     0.70669430
     0.88041037     0.77346790    -0.44618779     4.60559940  5079.97509766     0.12952912     0.77346790  5079.97509766     4.60559940     0.00100000     0.70666915
     0.88109428     0.77307642    -0.44469336     4.60638618  5085.70361328     0.12953615     0.77307642  5085.70361328     4.60638618     0.00100000     0.70660919
     0.88177824     0.77189845    -0.44238421     4.60804558  5096.36035156     0.12955762     0.77189845  5096.36035156     4.60804558     0.00100000     0.70649338
     0.88246214     0.77269024    -0.43669775     4.60750580  5110.45556641     0.12956205     0.77269024  5110.45556641     4.60750580     0.00100000     0.70638359
     0.88314605     0.77552652    -0.43032128     4.60464001  5119.84863281     0.12956190     0.77552652  5119.84863281     4.60464001     0.00100000     0.70635855
     0.88383001     0.77758557    -0.42621508     4.60266733  5125.13281250     0.12956950     0.77758557  5125.13281250     4.60266733     0.00100000     0.70637798
     0.88451391     0.77894145    -0.42344034     4.60147572  5128.76611328     0.12956372     0.77894145  5128.76611328     4.60147572     0.00100000     0.70639902
     0.88519788     0.78002596    -0.42104799     4.60060024  5132.25878906     0.12957199     0.78002596  5132.25878906     4.60060024     0.00100000     0.70640761
     0.88588178     0.78094286    -0.41879636     4.59990025  5135.84375000     0.12956603     0.78094286  5135.84375000     4.59990025     0.00100000     0.70641249
     0.88656569     0.78166831    -0.41691053     4.59941721  5139.05615234     0.12957074     0.78166831  5139.05615234     4.59941721     0.00100000     0.70642811
     0.88724965     0.78224444    -0.41530213     4.59910727  5141.83056641     0.12956934     0.78224444  5141.83056641     4.59910727     0.00100000     0.70644170
     0.88793361     0.78277433    -0.41380435     4.59884405  5144.54394531     0.12957053     0.78277433  5144.54394531     4.59884405     0.00100000     0.70645648
     0.88861752     0.78328419    -0.41236216     4.59861374  5147.10009766     0.12957387     0.78328419  5147.10009766     4.59861374     0.00100000     0.70647055
     0.88930142     0.78373742    -0.41104317     4.59844065  5149.52539062     0.12957549     0.78373742  5149.52539062     4.59844065     0.00100000     0.70648122
     0.88998532     0.78418559    -0.40976900     4.59826994  5151.81542969     0.12957643     0.78418559  5151.81542969     4.59826994     0.00100000     0.70649701
     0.89066929     0.78463840    -0.40853634     4.59811163  5154.03369141     0.12957567     0.78463840  5154.03369141     4.59811163     0.00100000     0.70650828
     0.89135325     0.78505325    -0.40735033     4.59798193  5156.20996094     0.12957332     0.78505325  5156.20996094     4.59798193     0.00100000     0.70651084
     0.89203715     0.78550524    -0.40614271     4.59781265  5158.23144531     0.12957153     0.78550524  5158.23144531     4.59781265     0.00100000     0.70651793
     0.89272106     0.78598791    -0.40491721     4.59761286  5160.29589844     0.12957302     0.78598791  5160.29589844     4.59761286     0.00100000     0.70652616
     0.89340496     0.78645152    -0.40372008     4.59743214  5162.37304688     0.12957376     0.78645152  5162.37304688     4.59743214     0.00100000     0.70653009
     0.89408892     0.78695989    -0.40248805     4.59720993  5164.34033203     0.12957528     0.78695989  5164.34033203     4.59720993     0.00100000     0.70653206
     0.89477289     0.78745145    -0.40127522     4.59700155  5166.35058594     0.12957263     0.78745145  5166.35058594     4.59700155     0.00100000     0.70653540
     0.89545679     0.78795201    -0.40005985     4.59678268  5168.37304688     0.12957481     0.78795201  5168.37304688     4.59678268     0.00100000     0.70653695
     0.89614069     0.78846967    -0.39882886     4.59654951  5170.33984375     0.12957697     0.78846967  5170.33984375     4.59654951     0.00100000     0.70653927
     0.89682460     0.78897774    -0.39760301     4.59632301  5172.32421875     0.12957139     0.78897774  5172.32421875     4.59632301     0.00100000     0.70653719
     0.89750856     0.78950095    -0.39637432     4.59609032  5174.26953125     0.12956941     0.78950095  5174.26953125     4.59609032     0.00100000     0.70653993
     0.89819252     0.79002285    -0.39513841     4.59584713  5176.23876953     0.12957422     0.79002285  5176.23876953     4.59584713     0.00100000     0.70654565
     0.89887643     0.79054058    -0.39389035     4.59560776  5178.27343750     0.12957469     0.79054058  5178.27343750     4.59560776     0.00100000     0.70655751
     0.89956033     0.79106641    -0.39262727     4.59536552  5180.34667969     0.12957038     0.79106641  5180.34667969     4.59536552     0.00100000     0.70656186
     0.90024424     0.79159105    -0.39135039     4.59513187  5182.48535156     0.12956972     0.79159105  5182.48535156     4.59513187     0.00100000     0.70656967
     0.90092820     0.79208219    -0.39006203     4.59492493  5184.71386719     0.12957504     0.79208219  5184.71386719     4.59492493     0.00100000     0.70655054
     0.90161216     0.79255193    -0.38872576     4.59473991  5187.20751953     0.12957598     0.79255193  5187.20751953     4.59473991     0.00100000     0.70653921
     0.90229607     0.79301512    -0.38727820     4.59456682  5190.03613281     0.12957495     0.79301512  5190.03613281     4.59456682     0.00100000     0.70652372
     0.90297997     0.79348981    -0.38569543     4.59438658  5193.18554688     0.12957244     0.79348981  5193.18554688     4.59438658     0.00100000     0.70650381
     0.90366387     0.79402083    -0.38398916     4.59414101  5196.60791016     0.12956960     0.79402083  5196.60791016     4.59414101     0.00100000     0.70648837
     0.90434784     0.79460800    -0.38222384     4.59382153  5199.89794922     0.12956965     0.79460800  5199.89794922     4.59382153     0.00100000     0.70648509
     0.90503180     0.79523373    -0.38054797     4.59348154  5202.85937500     0.12957586     0.79523373  5202.85937500     4.59348154     0.00100000     0.70647788
     0.90571570     0.79581606    -0.37904146     4.59317303  5205.49072266     0.12957418     0.79581606  5205.49072266     4.59317303     0.00100000     0.70647335
     0.90639961     0.79634047    -0.37766856     4.59292364  5207.94580078     0.12957287     0.79634047  5207.94580078     4.59292364     0.00100000     0.70646858
     0.90708351     0.79682791    -0.37634727     4.59271193  5210.30517578     0.12957156     0.79682791  5210.30517578     4.59271193     0.00100000     0.70645255
     0.90776747     0.79729182    -0.37505317     4.59252882  5212.63378906     0.12957087     0.79729182  5212.63378906     4.59252882     0.00100000     0.70646054
     0.90845144     0.79773134    -0.37379193     4.59237289  5214.94091797     0.12957002     0.79773134  5214.94091797     4.59237289     0.00100000     0.70644921
     0.90913534     0.79815483    -0.37255657     4.59223509  5217.23437500     0.12956858     0.79815483  5217.23437500     4.59223509     0.00100000     0.70645213
     0.90981925     0.79857922    -0.37132180     4.59210014  5219.55810547     0.12956744     0.79857922  5219.55810547     4.59210014     0.00100000     0.70644313
     0.91050315     0.79901427    -0.37007621     4.59195232  5221.89404297     0.12956846     0.79901427  5221.89404297     4.59195232     0.00100000     0.70644855
     0.91118711     0.79945713    -0.36883059     4.59179735  5224.20214844     0.12956925     0.79945713  5224.20214844     4.59179735     0.00100000     0.70645612
     0.91187108     0.79990160    -0.36760026     4.59164047  5226.43359375     0.12956876     0.79990160  5226.43359375     4.59164047     0.00100000     0.70645767
     0.91255498     0.80034328    -0.36639807     4.59148502  5228.57763672     0.12956807     0.80034328  5228.57763672     4.59148502     0.00100000     0.70646220
     0.91323888     0.80077964    -0.36523151     4.59133673  5230.65917969     0.12956811     0.80077964  5230.65917969     4.59133673     0.00100000     0.70647079
     0.91392279     0.80120778    -0.36410138     4.59119749  5232.67236328     0.12956846     0.80120778  5232.67236328     4.59119749     0.00100000     0.70647037
     0.91460681     0.80162722    -0.36299965     4.59107113  5234.63769531     0.12956858     0.80162722  5234.63769531     4.59107113     0.00100000     0.70646542
     0.91529071     0.80203933    -0.36191723     4.59095287  5236.57763672     0.12956803     0.80203933  5236.57763672     4.59095287     0.00100000     0.70646662
     0.91597462     0.80244660    -0.36084521     4.59083939  5238.50683594     0.12956683     0.80244660  5238.50683594     4.59083939     0.00100000     0.70647013
     0.91665852     0.80285257    -0.35977608     4.59072733  5240.43994141     0.12956540     0.80285257  5240.43994141     4.59072733     0.00100000     0.70646816
     0.91734242     0.80326015    -0.35870451     4.59061193  5242.36767578     0.12956397     0.80326015  5242.36767578     4.59061193     0.00100000     0.70646083
     0.91802645     0.80367267    -0.35762638     4.59049177  5244.29345703     0.12956284     0.80367267  5244.29345703     4.59049177     0.00100000     0.70645463
     0.91871035     0.80409265    -0.35653859     4.59036255  5246.21386719     0.12956218     0.80409265  5246.21386719     4.59036255     0.00100000     0.70645446
     0.91939425     0.80452186    -0.35543814     4.59022284  5248.14404297     0.12956201     0.80452186  5248.14404297     4.59022284     0.00100000     0.70645869
     0.92007816     0.80496091    -0.35432300     4.59007311  5250.07177734     0.12956218     0.80496091  5250.07177734     4.59007311     0.00100000     0.70646298
     0.92076206     0.80541050    -0.35319182     4.58991194  5252.01757812     0.12956259     0.80541050  5252.01757812     4.58991194     0.00100000     0.70646328
     0.92144608     0.80587018    -0.35204479     4.58974075  5253.98437500     0.12956315     0.80587018  5253.98437500     4.58974075     0.00100000     0.70645833
     0.92212999     0.80633903    -0.35088331     4.58956003  5255.96630859     0.12956378     0.80633903  5255.96630859     4.58956003     0.00100000     0.70645154
     0.92281389     0.80681616    -0.34970769     4.58937025  5257.97216797     0.12956445     0.80681616  5257.97216797     4.58937025     0.00100000     0.70644599
     0.92349780     0.80730122    -0.34851852     4.58917236  5259.99609375     0.12956509     0.80730122  5259.99609375     4.58917236     0.00100000     0.70644379
     0.92418170     0.80779350    -0.34731635     4.58896542  5262.04394531     0.12956572     0.80779350  5262.04394531     4.58896542     0.00100000     0.70644605
     0.92486572     0.80829293    -0.34610119     4.58875227  5264.11230469     0.12956628     0.80829293  5264.11230469     4.58875227     0.00100000     0.70645112
     0.92554963     0.80879891    -0.34487364     4.58853102  5266.20214844     0.12956689     0.80879891  5266.20214844     4.58853102     0.00100000     0.70645750
     0.92623353     0.80931103    -0.34363356     4.58830309  5268.30712891     0.12956750     0.80931103  5268.30712891     4.58830309     0.00100000     0.70646322
     0.92691743     0.80982959    -0.34238130     4.58806944  5270.43066406     0.12956817     0.80982959  5270.43066406     4.58806944     0.00100000     0.70646733
     0.92760134     0.81035405    -0.34111682     4.58782816  5272.57226562     0.12956882     0.81035405  5272.57226562     4.58782816     0.00100000     0.70646954
     0.92828536     0.81088436    -0.33983988     4.58758020  5274.72900391     0.12956955     0.81088436  5274.72900391     4.58758020     0.00100000     0.70647031
     0.92896926     0.81142056    -0.33855107     4.58732700  5276.90429688     0.12957034     0.81142056  5276.90429688     4.58732700     0.00100000     0.70647037
     0.92965317     0.81196254    -0.33725023     4.58706617  5279.09472656     0.12957112     0.81196254  5279.09472656     4.58706617     0.00100000     0.70647031
     0.93033707     0.81251037    -0.33593747     4.58680105  5281.30371094     0.12957199     0.81251037  5281.30371094     4.58680105     0.00100000     0.70647073
     0.93102098     0.81306362    -0.33461294     4.58652782  5283.52783203     0.12957291     0.81306362  5283.52783203     4.58652782     0.00100000     0.70647222
     0.93170500     0.81362212    -0.33327651     4.58624935  5285.78759766     0.12957385     0.81362212  5285.78759766     4.58624935     0.00100000     0.70647460
     0.93238890     0.81418586    -0.33192906     4.58596659  5288.04882812     0.12957488     0.81418586  5288.04882812     4.58596659     0.00100000     0.70647806
     0.93307281     0.81475449    -0.33057064     4.58567667  5290.34277344     0.12957601     0.81475449  5290.34277344     4.58567667     0.00100000     0.70648289
     0.93375671     0.81532747    -0.32920170     4.58538294  5292.64355469     0.12957719     0.81532747  5292.64355469     4.58538294     0.00100000     0.70648855
     0.93444061     0.81590462    -0.32782266     4.58508635  5294.97119141     0.12957849     0.81590462  5294.97119141     4.58508635     0.00100000     0.70649523
     0.93512464     0.81648546    -0.32643387     4.58478355  5297.30859375     0.12957981     0.81648546  5297.30859375     4.58478355     0.00100000     0.70650268
     0.93580854     0.81706953    -0.32503626     4.58447933  5299.66796875     0.12958127     0.81706953  5299.66796875     4.58447933     0.00100000     0.70651084
     0.93649244     0.81765634    -0.32363036     4.58417082  5302.05126953     0.12958287     0.81765634  5302.05126953     4.58417082     0.00100000     0.70651966
     0.93717635     0.81824535    -0.32221684     4.58385992  5304.45312500     0.12958454     0.81824535  5304.45312500     4.58385992     0.00100000     0.70652914
     0.93786031     0.81883591    -0.32079640     4.58354902  5306.87060547     0.12958635     0.81883591  5306.87060547     4.58354902     0.00100000     0.70653933
     0.93854427     0.81942761    -0.31936985     4.58323574  5309.30371094     0.12958828     0.81942761  5309.30371094     4.58323574     0.00100000     0.70655030
     0.93922818     0.82001948    -0.31793815     4.58292198  5311.75537109     0.12959032     0.82001948  5311.75537109     4.58292198     0.00100000     0.70656180
     0.93991208     0.82061124    -0.31650218     4.58261013  5314.22314453     0.12959252     0.82061124  5314.22314453     4.58261013     0.00100000     0.70657420
     0.94059598     0.82120198    -0.31506276     4.58229828  5316.70654297     0.12959486     0.82120198  5316.70654297     4.58229828     0.00100000     0.70658737
     0.94127995     0.82179153    -0.31361941     4.58198881  5319.20849609     0.12959734     0.82179153  5319.20849609     4.58198881     0.00100000     0.70660126
     0.94196391     0.82237935    -0.31217200     4.58168077  5321.72900391     0.12959991     0.82237935  5321.72900391     4.58168077     0.00100000     0.70661563
     0.94264781     0.82296580    -0.31071994     4.58137512  5324.28027344     0.12960252     0.82296580  5324.28027344     4.58137512     0.00100000     0.70663053
     0.94333172     0.82355022    -0.30926225     4.58107185  5326.84716797     0.12960519     0.82355022  5326.84716797     4.58107185     0.00100000     0.70664567
     0.94401562     0.82413280    -0.30779812     4.58077002  5329.45019531     0.12960790     0.82413280  5329.45019531     4.58077002     0.00100000     0.70666099
     0.94469959     0.82471365    -0.30632612     4.58047104  5332.08154297     0.12961064     0.82471365  5332.08154297     4.58047104     0.00100000     0.70667630
     0.94538355     0.82529306    -0.30484477     4.58017492  5334.76025391     0.12961340     0.82529306  5334.76025391     4.58017492     0.00100000     0.70669156
     0.94606745     0.82587165    -0.30335215     4.57987881  5337.45849609     0.12961607     0.82587165  5337.45849609     4.57987881     0.00100000     0.70670646
     0.94675136     0.82645041    -0.30184561     4.57958412  5340.21630859     0.12961870     0.82645041  5340.21630859     4.57958412     0.00100000     0.70672083
     0.94743526     0.82703090    -0.30032209     4.57928801  5343.02246094     0.12962128     0.82703090  5343.02246094     4.57928801     0.00100000     0.70673454
     0.94811922     0.82761449    -0.29877767     4.57898903  5345.88330078     0.12962383     0.82761449  5345.88330078     4.57898903     0.00100000     0.70674789
     0.94880319     0.82820433    -0.29720816     4.57868385  5348.79833984     0.12962623     0.82820433  5348.79833984     4.57868385     0.00100000     0.70676064
     0.94948709     0.82880312    -0.29560882     4.57836962  5351.78857422     0.12962857     0.82880312  5351.78857422     4.57836962     0.00100000     0.70677406
     0.95017099     0.82941514    -0.29397473     4.57804251  5354.84765625     0.12963089     0.82941514  5354.84765625     4.57804251     0.00100000     0.70678920
     0.95085490     0.83004475    -0.29230070     4.57769823  5357.98242188     0.12963325     0.83004475  5357.98242188     4.57769823     0.00100000     0.70680684
     0.95153886     0.83069730    -0.29058257     4.57732916  5361.16894531     0.12963563     0.83069730  5361.16894531     4.57732916     0.00100000     0.70682549
     0.95222282     0.83137792    -0.28881800     4.57693052  5364.42529297     0.12963809     0.83137792  5364.42529297     4.57693052     0.00100000     0.70684260
     0.95290673     0.83209109    -0.28700766     4.57649899  5367.72460938     0.12964068     0.83209109  5367.72460938     4.57649899     0.00100000     0.70685697
     0.95359063     0.83283913    -0.28515697     4.57603121  5371.04052734     0.12964310     0.83283913  5371.04052734     4.57603121     0.00100000     0.70687205
     0.95427454     0.83362097    -0.28327608     4.57552862  5374.35302734     0.12964512     0.83362097  5374.35302734     4.57552862     0.00100000     0.70689136
     0.95495850     0.83443266    -0.28137875     4.57499552  5377.62011719     0.12964675     0.83443266  5377.62011719     4.57499552     0.00100000     0.70691293
     0.95564246     0.83526731    -0.27948013     4.57444096  5380.82421875     0.12964810     0.83526731  5380.82421875     4.57444096     0.00100000     0.70693249
     0.95632637     0.83611751    -0.27759293     4.57387114  5383.94433594     0.12964928     0.83611751  5383.94433594     4.57387114     0.00100000     0.70694983
     0.95701027     0.83697623    -0.27572706     4.57329273  5386.98339844     0.12965044     0.83697623  5386.98339844     4.57329273     0.00100000     0.70696735
     0.95769417     0.83783746    -0.27389020     4.57271194  5389.92382812     0.12965165     0.83783746  5389.92382812     4.57271194     0.00100000     0.70698577
     0.95837814     0.83869582    -0.27208793     4.57213211  5392.76513672     0.12965275     0.83869582  5392.76513672     4.57213211     0.00100000     0.70700282
     0.95906210     0.83954668    -0.27032548     4.57155943  5395.50146484     0.12965365     0.83954668  5395.50146484     4.57155943     0.00100000     0.70701754
     0.95974600     0.84038687    -0.26860747     4.57099485  5398.11767578     0.12965438     0.84038687  5398.11767578     4.57099485     0.00100000     0.70703042
     0.96042991     0.84121376    -0.26693797     4.57044411  5400.62548828     0.12965506     0.84121376  5400.62548828     4.57044411     0.00100000     0.70704353
     0.96111381     0.84202486    -0.26531994     4.56991148  5403.03027344     0.12965575     0.84202486  5403.03027344     4.56991148     0.00100000     0.70705622
     0.96179777     0.84281814    -0.26375511     4.56939983  5405.32666016     0.12965657     0.84281814  5405.32666016     4.56939983     0.00100000     0.70706666
     0.96248174     0.84359211    -0.26224399     4.56891203  5407.53759766     0.12965757     0.84359211  5407.53759766     4.56891203     0.00100000     0.70707351
     0.96316564     0.84434521    -0.26078603     4.56844568  5409.65478516     0.12965843     0.84434521  5409.65478516     4.56844568     0.00100000     0.70707804
     0.96384954     0.84507644    -0.25938001     4.56800508  5411.69824219     0.12965904     0.84507644  5411.69824219     4.56800508     0.00100000     0.70708221
     0.96453351     0.84578514    -0.25802433     4.56758595  5413.65380859     0.12965921     0.84578514  5413.65380859     4.56758595     0.00100000     0.70708573
     0.96521741     0.84647042    -0.25671726     4.56719255  5415.54394531     0.12965886     0.84647042  5415.54394531     4.56719255     0.00100000     0.70708716
     0.96590137     0.84713167    -0.25545666     4.56682110  5417.35205078     0.12965792     0.84713167  5417.35205078     4.56682110     0.00100000     0.70708567
     0.96658528     0.84776789    -0.25424120     4.56647491  5419.10986328     0.12965673     0.84776789  5419.10986328     4.56647491     0.00100000     0.70708269
     0.96726918     0.84837824    -0.25306943     4.56615496  5420.82373047     0.12965538     0.84837824  5420.82373047     4.56615496     0.00100000     0.70708013
     0.96795315     0.84896100    -0.25194040     4.56586218  5422.49072266     0.12965412     0.84896100  5422.49072266     4.56586218     0.00100000     0.70707786
     0.96863705     0.84951413    -0.25085381     4.56560040  5424.12207031     0.12965310     0.84951413  5424.12207031     4.56560040     0.00100000     0.70707363
     0.96932101     0.85003513    -0.24980916     4.56537151  5425.72167969     0.12965246     0.85003513  5425.72167969     4.56537151     0.00100000     0.70706522
     0.97000492     0.85052270    -0.24880467     4.56517887  5427.29443359     0.12965216     0.85052270  5427.29443359     4.56517887     0.00100000     0.70705408
     0.97068882     0.85097504    -0.24783742     4.56502199  5428.86181641     0.12965199     0.85097504  5428.86181641     4.56502199     0.00100000     0.70704454
     0.97137278     0.85139060    -0.24690349     4.56490374  5430.44140625     0.12965193     0.85139060  5430.44140625     4.56490374     0.00100000     0.70703846
     0.97205669     0.85176742    -0.24599789     4.56482458  5432.05468750     0.12965164     0.85176742  5432.05468750     4.56482458     0.00100000     0.70703173
     0.97274065     0.85210484    -0.24511364     4.56478548  5433.72167969     0.12965105     0.85210484  5433.72167969     4.56478548     0.00100000     0.70702112
     0.97342455     0.85240728    -0.24423744     4.56478214  5435.49121094     0.12965022     0.85240728  5435.49121094     4.56478214     0.00100000     0.70701039
     0.97410846     0.85268366    -0.24334943     4.56480646  5437.37451172     0.12964925     0.85268366  5437.37451172     4.56480646     0.00100000     0.70700616
     0.97479242     0.85295123    -0.24241748     4.56483936  5439.44335938     0.12964801     0.85295123  5439.44335938     4.56483936     0.00100000     0.70700401
     0.97547632     0.85323298    -0.24139884     4.56485796  5441.73730469     0.12964636     0.85323298  5441.73730469     4.56485796     0.00100000     0.70699579
     0.97616029     0.85355276    -0.24026041     4.56483793  5444.29785156     0.12964422     0.85355276  5444.29785156     4.56483793     0.00100000     0.70698941
     0.97684419     0.85393590    -0.23898005     4.56475353  5447.11425781     0.12964189     0.85393590  5447.11425781     4.56475353     0.00100000     0.70699382
     0.97752810     0.85440904    -0.23755796     4.56457949  5450.09912109     0.12964070     0.85440904  5450.09912109     4.56457949     0.00100000     0.70700067
     0.97821206     0.85498387    -0.23601139     4.56430292  5453.13085938     0.12964140     0.85498387  5453.13085938     4.56430292     0.00100000     0.70700771
     0.97889596     0.85564613    -0.23438019     4.56393862  5456.12255859     0.12964320     0.85564613  5456.12255859     4.56393862     0.00100000     0.70701408
     0.97957993     0.85636306    -0.23271607     4.56351948  5459.05859375     0.12964405     0.85636306  5459.05859375     4.56351948     0.00100000     0.70701766
     0.98026383     0.85711354    -0.23104876     4.56306648  5461.90673828     0.12964363     0.85711354  5461.90673828     4.56306648     0.00100000     0.70701474
     0.98094773     0.85788548    -0.22939415     4.56259155  5464.66894531     0.12964338     0.85788548  5464.66894531     4.56259155     0.00100000     0.70701140
     0.98163170     0.85866421    -0.22777143     4.56211042  5467.33349609     0.12964386     0.85866421  5467.33349609     4.56211042     0.00100000     0.70700824
     0.98231560     0.85943127    -0.22620252     4.56163740  5469.86132812     0.12964459     0.85943127  5469.86132812     4.56163740     0.00100000     0.70699686
     0.98299956     0.86016959    -0.22470859     4.56119156  5472.21923828     0.12964632     0.86016959  5472.21923828     4.56119156     0.00100000     0.70698076
     0.98368347     0.86086994    -0.22329938     4.56078768  5474.42138672     0.12964997     0.86086994  5474.42138672     4.56078768     0.00100000     0.70696205
     0.98436737     0.86153305    -0.22196822     4.56042480  5476.51367188     0.12965359     0.86153305  5476.51367188     4.56042480     0.00100000     0.70694357
     0.98505133     0.86215770    -0.22070365     4.56009579  5478.52246094     0.12965375     0.86215770  5478.52246094     4.56009579     0.00100000     0.70692015
     0.98573524     0.86271626    -0.21950954     4.55982971  5480.51367188     0.12965177     0.86271626  5480.51367188     4.55982971     0.00100000     0.70689559
     0.98641920     0.86317158    -0.21838555     4.55966949  5482.59619141     0.12965362     0.86317158  5482.59619141     4.55966949     0.00100000     0.70687371
     0.98710310     0.86354309    -0.21727316     4.55959988  5484.92919922     0.12965876     0.86354309  5484.92919922     4.55959988     0.00100000     0.70686370
     0.98778701     0.86389589    -0.21605089     4.55954504  5487.67919922     0.12965900     0.86389589  5487.67919922     4.55954504     0.00100000     0.70684987
     0.98847097     0.86432219    -0.21453486     4.55940914  5491.10253906     0.12965700     0.86432219  5491.10253906     4.55940914     0.00100000     0.70684016
     0.98915488     0.86503828    -0.21245886     4.55898905  5495.38183594     0.12966128     0.86503828  5495.38183594     4.55898905     0.00100000     0.70684767
     0.98983884     0.86617482    -0.20979202     4.55815125  5500.22900391     0.12966521     0.86617482  5500.22900391     4.55815125     0.00100000     0.70687103
     0.99052274     0.86731124    -0.20732333     4.55731058  5504.42480469     0.12966597     0.86731124  5504.42480469     4.55731058     0.00100000     0.70689762
     0.99120665     0.86837834    -0.20510729     4.55654097  5508.09423828     0.12966865     0.86837834  5508.09423828     4.55654097     0.00100000     0.70692515
     0.99189061     0.86938804    -0.20306823     4.55582857  5511.35791016     0.12967253     0.86938804  5511.35791016     4.55582857     0.00100000     0.70694834
     0.99257451     0.87035573    -0.20115408     4.55515909  5514.32373047     0.12967405     0.87035573  5514.32373047     4.55515909     0.00100000     0.70696193
     0.99325848     0.87130326    -0.19931808     4.55451345  5517.11865234     0.12967326     0.87130326  5517.11865234     4.55451345     0.00100000     0.70697397
     0.99394238     0.87224424    -0.19752824     4.55388069  5519.84228516     0.12967354     0.87224424  5519.84228516     4.55388069     0.00100000     0.70698708
     0.99462628     0.87318516    -0.19576524     4.55324602  5522.49121094     0.12967654     0.87318516  5522.49121094     4.55324602     0.00100000     0.70699763
     0.99531025     0.87411195    -0.19404717     4.55262136  5525.02636719     0.12968113     0.87411195  5525.02636719     4.55262136     0.00100000     0.70700520
     0.99599415     0.87499642    -0.19242099     4.55203438  5527.39892578     0.12968513     0.87499642  5527.39892578     4.55203438     0.00100000     0.70700902
     0.99667811     0.87582642    -0.19090906     4.55150700  5529.58398438     0.12968712     0.87582642  5529.58398438     4.55150700     0.00100000     0.70701081
     0.99736202     0.87660205    -0.18950811     4.55103588  5531.60644531     0.12968720     0.87660205  5531.60644531     4.55103588     0.00100000     0.70701325
     0.99804592     0.87732685    -0.18820494     4.55061579  5533.48925781     0.12968668     0.87732685  5533.48925781     4.55061579     0.00100000     0.70701718
