# Age =     0.037774
# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Xc             
     0.87083536     0.76896560    -0.46683958     4.60583639  5034.42724609     0.12925127     0.76896560  5034.42724609     4.60583639     0.70543373
     0.87151933     0.76954430    -0.46520799     4.60552549  5037.28027344     0.12925035     0.76954430  5037.28027344     4.60552549     0.70542860
     0.87220323     0.77010161    -0.46358600     4.60524035  5040.16552734     0.12924869     0.77010161  5040.16552734     4.60524035     0.70541799
     0.87288713     0.77063847    -0.46197453     4.60497808  5043.09375000     0.12924682     0.77063847  5043.09375000     4.60497808     0.70540160
     0.87357110     0.77115458    -0.46037418     4.60474110  5046.06250000     0.12924486     0.77115458  5046.06250000     4.60474110     0.70537949
     0.87425500     0.77164984    -0.45878533     4.60452795  5049.07714844     0.12924294     0.77164984  5049.07714844     4.60452795     0.70535153
     0.87493896     0.77212352    -0.45720771     4.60433912  5052.12158203     0.12924089     0.77212352  5052.12158203     4.60433912     0.70531821
     0.87562287     0.77257395    -0.45564115     4.60417604  5055.20117188     0.12923849     0.77257395  5055.20117188     4.60417604     0.70527965
     0.87630677     0.77300072    -0.45408496     4.60403919  5058.32177734     0.12923597     0.77300072  5058.32177734     4.60403919     0.70523608
     0.87699074     0.77340478    -0.45253834     4.60393143  5061.51611328     0.12923445     0.77340478  5061.51611328     4.60393143     0.70518762
     0.87767464     0.77378714    -0.45100102     4.60385418  5064.80419922     0.12923408     0.77378714  5064.80419922     4.60385418     0.70513582
     0.87835860     0.77413797    -0.44947630     4.60381413  5068.09716797     0.12923190     0.77413797  5068.09716797     4.60381413     0.70508617
     0.87904251     0.77444518    -0.44797033     4.60381317  5071.47900391     0.12923318     0.77444518  5071.47900391     4.60381317     0.70503634
     0.87972641     0.77470207    -0.44649968     4.60386515  5074.96582031     0.12923807     0.77470207  5074.96582031     4.60386515     0.70499045
     0.88041037     0.77489942    -0.44505063     4.60399818  5078.63671875     0.12923838     0.77489942  5078.63671875     4.60399818     0.70495850
     0.88109428     0.77497476    -0.44363481     4.60425282  5082.55810547     0.12924315     0.77497476  5082.55810547     4.60425282     0.70493877
     0.88177824     0.77481806    -0.44221848     4.60477924  5087.21972656     0.12924802     0.77481806  5087.21972656     4.60477924     0.70490134
     0.88246214     0.77415937    -0.44046158     4.60585833  5094.55908203     0.12925771     0.77415937  5094.55908203     4.60585833     0.70482951
     0.88314605     0.77358156    -0.43784901     4.60684538  5104.07958984     0.12926559     0.77358156  5104.07958984     4.60684538     0.70473278
     0.88383001     0.77447391    -0.43383998     4.60618544  5113.05957031     0.12927008     0.77447391  5113.05957031     4.60618544     0.70468485
     0.88451391     0.77615368    -0.42979118     4.60462809  5119.33984375     0.12927338     0.77615368  5119.33984375     4.60462809     0.70467347
     0.88519788     0.77778411    -0.42649174     4.60313702  5123.74023438     0.12927276     0.77778411  5123.74023438     4.60313702     0.70468134
     0.88588178     0.77917314    -0.42384988     4.60191393  5126.86621094     0.12927479     0.77917314  5126.86621094     4.60191393     0.70469928
     0.88656569     0.78027445    -0.42176765     4.60101128  5129.41406250     0.12927698     0.78027445  5129.41406250     4.60101128     0.70473427
     0.88724965     0.78116739    -0.42006114     4.60034847  5131.44482422     0.12927330     0.78116739  5131.44482422     4.60034847     0.70476121
     0.88793361     0.78188819    -0.41861615     4.59986734  5133.32666016     0.12927063     0.78188819  5133.32666016     4.59986734     0.70478982
     0.88861752     0.78247058    -0.41732663     4.59954882  5135.19531250     0.12927659     0.78247058  5135.19531250     4.59954882     0.70479709
     0.88930142     0.78294063    -0.41610953     4.59935570  5137.23144531     0.12928024     0.78294063  5137.23144531     4.59935570     0.70481074
     0.88998532     0.78329301    -0.41496333     4.59928846  5139.47119141     0.12927654     0.78329301  5139.47119141     4.59928846     0.70481241
     0.89066929     0.78353804    -0.41392249     4.59934521  5141.66943359     0.12927535     0.78353804  5141.66943359     4.59934521     0.70481044
     0.89135325     0.78371209    -0.41294470     4.59947777  5144.04394531     0.12927689     0.78371209  5144.04394531     4.59947777     0.70481443
     0.89203715     0.78384811    -0.41194990     4.59965801  5146.50146484     0.12927614     0.78384811  5146.50146484     4.59965801     0.70481062
     0.89272106     0.78402305    -0.41084749     4.59979725  5149.17480469     0.12927726     0.78402305  5149.17480469     4.59979725     0.70480990
     0.89340496     0.78431118    -0.40955633     4.59981537  5152.04736328     0.12927787     0.78431118  5152.04736328     4.59981537     0.70480400
     0.89408892     0.78465420    -0.40820318     4.59976673  5154.96728516     0.12927715     0.78465420  5154.96728516     4.59976673     0.70479476
     0.89477289     0.78510201    -0.40675032     4.59959793  5157.79248047     0.12927818     0.78510201  5157.79248047     4.59959793     0.70479214
     0.89545679     0.78563118    -0.40524614     4.59935808  5160.61328125     0.12927456     0.78563118  5160.61328125     4.59935808     0.70478135
     0.89614069     0.78619617    -0.40370363     4.59906435  5163.29980469     0.12927032     0.78619617  5163.29980469     4.59906435     0.70476663
     0.89682460     0.78686672    -0.40208662     4.59865952  5165.90527344     0.12927125     0.78686672  5165.90527344     4.59865952     0.70475924
     0.89750856     0.78753960    -0.40048277     4.59824896  5168.51220703     0.12927225     0.78753960  5168.51220703     4.59824896     0.70474875
     0.89819252     0.78827769    -0.39883128     4.59777498  5170.97558594     0.12927003     0.78827769  5170.97558594     4.59777498     0.70473665
     0.89887643     0.78899723    -0.39720827     4.59731340  5173.50585938     0.12926620     0.78899723  5173.50585938     4.59731340     0.70472765
     0.89956033     0.78974682    -0.39557096     4.59682560  5175.95166016     0.12926920     0.78974682  5175.95166016     4.59682560     0.70472050
     0.90024424     0.79048252    -0.39394692     4.59635019  5178.37304688     0.12926176     0.79048252  5178.37304688     4.59635019     0.70470929
     0.90092820     0.79122633    -0.39234343     4.59587336  5180.71630859     0.12926115     0.79122633  5180.71630859     4.59587336     0.70470607
     0.90161216     0.79194331    -0.39076760     4.59541464  5183.07714844     0.12926531     0.79194331  5183.07714844     4.59541464     0.70470804
     0.90229607     0.79264265    -0.38921562     4.59497833  5185.43945312     0.12926130     0.79264265  5185.43945312     4.59497833     0.70471513
     0.90297997     0.79332501    -0.38769391     4.59456873  5187.78027344     0.12925862     0.79332501  5187.78027344     4.59456873     0.70471519
     0.90366387     0.79395849    -0.38620773     4.59420919  5190.15869141     0.12926267     0.79395849  5190.15869141     4.59420919     0.70469797
     0.90434784     0.79454577    -0.38473803     4.59389448  5192.65527344     0.12926379     0.79454577  5192.65527344     4.59389448     0.70469284
     0.90503180     0.79510808    -0.38325143     4.59361076  5195.29833984     0.12926131     0.79510808  5195.29833984     4.59361076     0.70466465
     0.90571570     0.79565668    -0.38174364     4.59334660  5198.00000000     0.12925984     0.79565668  5198.00000000     4.59334660     0.70465016
     0.90639961     0.79621136    -0.38023788     4.59307194  5200.68017578     0.12925695     0.79621136  5200.68017578     4.59307194     0.70465255
     0.90708351     0.79678583    -0.37875399     4.59277678  5203.29052734     0.12925395     0.79678583  5203.29052734     4.59277678     0.70464545
     0.90776747     0.79736984    -0.37730810     4.59246302  5205.68505859     0.12925142     0.79736984  5205.68505859     4.59246302     0.70464873
     0.90845144     0.79795736    -0.37592059     4.59214973  5207.87451172     0.12925267     0.79795736  5207.87451172     4.59214973     0.70466238
     0.90913534     0.79854119    -0.37460083     4.59184742  5209.90185547     0.12925531     0.79854119  5209.90185547     4.59184742     0.70465618
     0.90981925     0.79910034    -0.37334582     4.59156847  5211.83544922     0.12925483     0.79910034  5211.83544922     4.59156847     0.70466101
     0.91050315     0.79962903    -0.37214327     4.59131670  5213.73876953     0.12925254     0.79962903  5213.73876953     4.59131670     0.70465201
     0.91118711     0.80012858    -0.37097922     4.59109735  5215.62255859     0.12925042     0.80012858  5215.62255859     4.59109735     0.70463240
     0.91187108     0.80060023    -0.36984110     4.59090519  5217.51513672     0.12924889     0.80060023  5217.51513672     4.59090519     0.70463568
     0.91255498     0.80104727    -0.36871526     4.59074020  5219.43457031     0.12924743     0.80104727  5219.43457031     4.59074020     0.70462179
     0.91323888     0.80147183    -0.36759588     4.59060001  5221.38916016     0.12924610     0.80147183  5221.38916016     4.59060001     0.70459497
     0.91392279     0.80187804    -0.36648113     4.59047985  5223.39892578     0.12924509     0.80187804  5223.39892578     4.59047985     0.70459652
     0.91460681     0.80227035    -0.36536869     4.59037781  5225.45556641     0.12924403     0.80227035  5225.45556641     4.59037781     0.70459843
     0.91529071     0.80265462    -0.36425418     4.59028530  5227.54980469     0.12924284     0.80265462  5227.54980469     4.59028530     0.70457816
     0.91597462     0.80303770    -0.36312854     4.59019661  5229.68261719     0.12924178     0.80303770  5229.68261719     4.59019661     0.70456928
     0.91665852     0.80342758    -0.36198086     4.59009981  5231.86816406     0.12924092     0.80342758  5231.86816406     4.59009981     0.70457482
     0.91734242     0.80383205    -0.36080113     4.58998680  5234.10302734     0.12924001     0.80383205  5234.10302734     4.58998680     0.70456868
     0.91802645     0.80425686    -0.35958546     4.58985376  5236.39355469     0.12923892     0.80425686  5236.39355469     4.58985376     0.70456111
     0.91871035     0.80470604    -0.35833400     4.58969498  5238.71679688     0.12923749     0.80470604  5238.71679688     4.58969498     0.70456600
     0.91939425     0.80518258    -0.35704824     4.58950615  5241.06396484     0.12923570     0.80518258  5241.06396484     4.58950615     0.70457464
     0.92007816     0.80568779    -0.35573092     4.58928919  5243.41845703     0.12923388     0.80568779  5243.41845703     4.58928919     0.70457929
     0.92076206     0.80621988    -0.35438648     4.58904314  5245.74755859     0.12923247     0.80621988  5245.74755859     4.58904314     0.70458138
     0.92144608     0.80677623    -0.35302040     4.58876991  5248.06640625     0.12923171     0.80677623  5248.06640625     4.58876991     0.70458382
     0.92212999     0.80735379    -0.35163823     4.58847523  5250.36865234     0.12923160     0.80735379  5250.36865234     4.58847523     0.70458823
     0.92281389     0.80794901    -0.35024354     4.58816099  5252.66064453     0.12923203     0.80794901  5252.66064453     4.58816099     0.70459503
     0.92349780     0.80855924    -0.34883896     4.58783007  5254.92480469     0.12923272     0.80855924  5254.92480469     4.58783007     0.70460182
     0.92418170     0.80918139    -0.34742606     4.58748674  5257.18994141     0.12923352     0.80918139  5257.18994141     4.58748674     0.70460576
     0.92486572     0.80981344    -0.34600565     4.58713293  5259.45312500     0.12923418     0.80981344  5259.45312500     4.58713293     0.70460659
     0.92554963     0.81045353    -0.34457862     4.58677101  5261.72021484     0.12923461     0.81045353  5261.72021484     4.58677101     0.70460612
     0.92623353     0.81110001    -0.34314504     4.58640289  5263.98242188     0.12923482     0.81110001  5263.98242188     4.58640289     0.70460612
     0.92691743     0.81175172    -0.34170514     4.58602762  5266.24560547     0.12923478     0.81175172  5266.24560547     4.58602762     0.70460731
     0.92760134     0.81240797    -0.34025916     4.58564806  5268.52734375     0.12923460     0.81240797  5268.52734375     4.58564806     0.70461023
     0.92828536     0.81306815    -0.33880690     4.58526421  5270.80371094     0.12923428     0.81306815  5270.80371094     4.58526421     0.70461339
     0.92896926     0.81373179    -0.33734897     4.58487606  5273.09326172     0.12923400     0.81373179  5273.09326172     4.58487606     0.70461673
     0.92965317     0.81439829    -0.33588532     4.58448648  5275.38085938     0.12923372     0.81439829  5275.38085938     4.58448648     0.70461971
     0.93033707     0.81506717    -0.33441660     4.58409166  5277.68359375     0.12923358     0.81506717  5277.68359375     4.58409166     0.70462203
     0.93102098     0.81573784    -0.33294290     4.58369589  5279.99316406     0.12923352     0.81573784  5279.99316406     4.58369589     0.70462388
     0.93170500     0.81641006    -0.33146480     4.58329821  5282.30957031     0.12923366     0.81641006  5282.30957031     4.58329821     0.70462573
     0.93238890     0.81708264    -0.32998314     4.58290052  5284.62988281     0.12923391     0.81708264  5284.62988281     4.58290052     0.70462769
     0.93307281     0.81775552    -0.32849860     4.58250141  5286.96289062     0.12923431     0.81775552  5286.96289062     4.58250141     0.70463032
     0.93375671     0.81842780    -0.32701167     4.58210278  5289.30322266     0.12923488     0.81842780  5289.30322266     4.58210278     0.70463365
     0.93444061     0.81909901    -0.32552332     4.58170605  5291.65576172     0.12923566     0.81909901  5291.65576172     4.58170605     0.70463765
     0.93512464     0.81976831    -0.32403374     4.58131123  5294.02343750     0.12923656     0.81976831  5294.02343750     4.58131123     0.70464242
     0.93580854     0.82043499    -0.32254457     4.58091927  5296.39306641     0.12923765     0.82043499  5296.39306641     4.58091927     0.70464814
     0.93649244     0.82109851    -0.32105625     4.58053064  5298.77490234     0.12923883     0.82109851  5298.77490234     4.58053064     0.70465451
     0.93717635     0.82175797    -0.31956971     4.58014631  5301.16943359     0.12924021     0.82175797  5301.16943359     4.58014631     0.70466161
     0.93786031     0.82241291    -0.31808567     4.57976818  5303.57666016     0.12924173     0.82241291  5303.57666016     4.57976818     0.70466971
     0.93854427     0.82306230    -0.31660530     4.57939482  5305.98486328     0.12924339     0.82306230  5305.98486328     4.57939482     0.70467818
     0.93922818     0.82370555    -0.31512958     4.57902908  5308.40917969     0.12924518     0.82370555  5308.40917969     4.57902908     0.70468748
     0.93991208     0.82434177    -0.31365940     4.57867050  5310.83984375     0.12924714     0.82434177  5310.83984375     4.57867050     0.70469743
     0.94059598     0.82497048    -0.31219578     4.57832003  5313.28076172     0.12924922     0.82497048  5313.28076172     4.57832003     0.70470804
     0.94127995     0.82559174    -0.31073827     4.57797861  5315.72314453     0.12925139     0.82559174  5315.72314453     4.57797861     0.70471895
     0.94196391     0.82620555    -0.30928662     4.57764435  5318.18066406     0.12925369     0.82620555  5318.18066406     4.57764435     0.70473027
     0.94264781     0.82681239    -0.30784053     4.57731771  5320.64843750     0.12925601     0.82681239  5320.64843750     4.57731771     0.70474178
     0.94333172     0.82741201    -0.30639985     4.57700062  5323.12304688     0.12925841     0.82741201  5323.12304688     4.57700062     0.70475316
     0.94401562     0.82800478    -0.30496427     4.57669067  5325.61035156     0.12926084     0.82800478  5325.61035156     4.57669067     0.70476454
     0.94469959     0.82859045    -0.30353382     4.57638836  5328.11035156     0.12926322     0.82859045  5328.11035156     4.57638836     0.70477557
     0.94538355     0.82916892    -0.30210853     4.57609415  5330.61767578     0.12926565     0.82916892  5330.61767578     4.57609415     0.70478612
     0.94606745     0.82974011    -0.30068853     4.57580853  5333.13232422     0.12926799     0.82974011  5333.13232422     4.57580853     0.70479602
     0.94675136     0.83030373    -0.29927397     4.57553101  5335.66259766     0.12927029     0.83030373  5335.66259766     4.57553101     0.70480502
     0.94743526     0.83085978    -0.29786491     4.57526159  5338.20556641     0.12927255     0.83085978  5338.20556641     4.57526159     0.70481354
     0.94811922     0.83140779    -0.29646143     4.57500172  5340.76171875     0.12927468     0.83140779  5340.76171875     4.57500172     0.70482081
     0.94880319     0.83194762    -0.29506361     4.57474995  5343.32177734     0.12927671     0.83194762  5343.32177734     4.57474995     0.70482707
     0.94948709     0.83247870    -0.29367197     4.57450867  5345.90673828     0.12927859     0.83247870  5345.90673828     4.57450867     0.70483243
     0.95017099     0.83300048    -0.29228616     4.57427788  5348.49609375     0.12928040     0.83300048  5348.49609375     4.57427788     0.70483667
     0.95085490     0.83351260    -0.29090622     4.57405758  5351.10400391     0.12928201     0.83351260  5351.10400391     4.57405758     0.70484018
     0.95153886     0.83401459    -0.28953183     4.57384872  5353.73974609     0.12928352     0.83401459  5353.73974609     4.57384872     0.70484310
     0.95222282     0.83450586    -0.28816238     4.57365131  5356.38525391     0.12928484     0.83450586  5356.38525391     4.57365131     0.70484591
     0.95290673     0.83498544    -0.28679714     4.57346535  5359.05908203     0.12928607     0.83498544  5359.05908203     4.57346535     0.70484865
     0.95359063     0.83545351    -0.28543428     4.57329416  5361.77246094     0.12928708     0.83545351  5361.77246094     4.57329416     0.70485151
     0.95427454     0.83590966    -0.28407076     4.57313395  5364.52539062     0.12928796     0.83590966  5364.52539062     4.57313395     0.70485318
     0.95495850     0.83635479    -0.28270194     4.57298565  5367.32666016     0.12928879     0.83635479  5367.32666016     4.57298565     0.70485109
     0.95564246     0.83679062    -0.28132066     4.57284689  5370.20605469     0.12928952     0.83679062  5370.20605469     4.57284689     0.70484209
     0.95632637     0.83722246    -0.27991626     4.57271242  5373.15820312     0.12929016     0.83722246  5373.15820312     4.57271242     0.70482832
     0.95701027     0.83765942    -0.27847323     4.57257223  5376.23828125     0.12929079     0.83765942  5376.23828125     4.57257223     0.70481855
     0.95769417     0.83811682    -0.27697065     4.57241011  5379.42675781     0.12929143     0.83811682  5379.42675781     4.57241011     0.70482445
     0.95837814     0.83861798    -0.27538162     4.57220316  5382.75634766     0.12929216     0.83861798  5382.75634766     4.57220316     0.70483756
     0.95906210     0.83919311    -0.27367732     4.57191992  5386.20019531     0.12929325     0.83919311  5386.20019531     4.57191992     0.70483792
     0.95974600     0.83985716    -0.27185369     4.57154655  5389.72851562     0.12929451     0.83985716  5389.72851562     4.57154655     0.70483744
     0.96042991     0.84060526    -0.26993841     4.57108688  5393.28027344     0.12929563     0.84060526  5393.28027344     4.57108688     0.70485556
     0.96111381     0.84141332    -0.26798487     4.57056570  5396.75439453     0.12929602     0.84141332  5396.75439453     4.57056570     0.70487201
     0.96179777     0.84226012    -0.26603293     4.57000303  5400.11523438     0.12929559     0.84226012  5400.11523438     4.57000303     0.70488411
     0.96248174     0.84313399    -0.26410067     4.56941271  5403.33300781     0.12929453     0.84313399  5403.33300781     4.56941271     0.70490336
     0.96316564     0.84402388    -0.26220042     4.56880331  5406.39208984     0.12929298     0.84402388  5406.39208984     4.56880331     0.70492154
     0.96384954     0.84492010    -0.26034257     4.56818628  5409.30419922     0.12929115     0.84492010  5409.30419922     4.56818628     0.70493585
     0.96453351     0.84581298    -0.25853640     4.56757307  5412.06103516     0.12928933     0.84581298  5412.06103516     4.56757307     0.70495647
     0.96521741     0.84669495    -0.25678867     4.56697464  5414.68212891     0.12928778     0.84669495  5414.68212891     4.56697464     0.70497900
     0.96590137     0.84756112    -0.25510240     4.56639385  5417.16748047     0.12928675     0.84756112  5417.16748047     4.56639385     0.70498919
     0.96658528     0.84840733    -0.25347885     4.56583500  5419.54150391     0.12928607     0.84840733  5419.54150391     4.56583500     0.70499212
     0.96726918     0.84923053    -0.25191715     4.56529999  5421.79980469     0.12928545     0.84923053  5421.79980469     4.56529999     0.70500129
     0.96795315     0.85002840    -0.25041661     4.56479120  5423.96435547     0.12928455     0.85002840  5423.96435547     4.56479120     0.70501274
     0.96863705     0.85079789    -0.24897724     4.56430721  5425.99267578     0.12928322     0.85079789  5425.99267578     4.56430721     0.70501310
     0.96932101     0.85153830    -0.24759816     4.56385326  5427.91992188     0.12928149     0.85153830  5427.91992188     4.56385326     0.70500433
     0.97000492     0.85224891    -0.24627854     4.56342936  5429.75000000     0.12927952     0.85224891  5429.75000000     4.56342936     0.70499998
     0.97068882     0.85292995    -0.24501649     4.56303644  5431.48193359     0.12927756     0.85292995  5431.48193359     4.56303644     0.70499963
     0.97137278     0.85358161    -0.24380951     4.56267834  5433.15234375     0.12927580     0.85358161  5433.15234375     4.56267834     0.70499039
     0.97205669     0.85420376    -0.24265409     4.56235123  5434.76025391     0.12927414     0.85420376  5434.76025391     4.56235123     0.70497090
     0.97274065     0.85479599    -0.24154517     4.56205606  5436.33544922     0.12927246     0.85479599  5436.33544922     4.56205606     0.70495254
     0.97342455     0.85535878    -0.24047747     4.56179190  5437.89697266     0.12927073     0.85535878  5437.89697266     4.56179190     0.70493752
     0.97410846     0.85589266    -0.23944460     4.56155396  5439.45214844     0.12926878     0.85589266  5439.45214844     4.56155396     0.70491761
     0.97479242     0.85639781    -0.23844163     4.56134558  5441.01123047     0.12926677     0.85639781  5441.01123047     4.56134558     0.70489216
     0.97547632     0.85687339    -0.23746555     4.56116772  5442.57958984     0.12926483     0.85687339  5442.57958984     4.56116772     0.70487005
     0.97616029     0.85731804    -0.23651375     4.56102085  5444.17529297     0.12926325     0.85731804  5444.17529297     4.56102085     0.70485175
     0.97684419     0.85772920    -0.23558448     4.56091070  5445.78369141     0.12926237     0.85772920  5445.78369141     4.56091070     0.70482814
     0.97752810     0.85810518    -0.23467238     4.56083679  5447.43408203     0.12926219     0.85810518  5447.43408203     4.56083679     0.70480019
     0.97821206     0.85844535    -0.23376800     4.56080198  5449.17187500     0.12926248     0.85844535  5449.17187500     4.56080198     0.70478052
     0.97889596     0.85874742    -0.23286115     4.56080341  5451.04785156     0.12926294     0.85874742  5451.04785156     4.56080341     0.70476705
     0.97957993     0.85901016    -0.23193844     4.56084394  5453.10400391     0.12926310     0.85901016  5453.10400391     4.56084394     0.70474690
     0.98026383     0.85925114    -0.23096780     4.56090641  5455.39160156     0.12926280     0.85925114  5455.39160156     4.56090641     0.70473188
     0.98094773     0.85950398    -0.22989930     4.56095695  5457.96777344     0.12926187     0.85950398  5457.96777344     4.56095695     0.70473093
     0.98163170     0.85981745    -0.22866572     4.56094885  5460.86914062     0.12926006     0.85981745  5460.86914062     4.56094885     0.70472693
     0.98231560     0.86022884    -0.22723641     4.56084108  5464.08984375     0.12925777     0.86022884  5464.08984375     4.56084108     0.70472628
     0.98299956     0.86076051    -0.22562800     4.56061172  5467.49853516     0.12925638     0.86076051  5467.49853516     4.56061172     0.70473909
     0.98368347     0.86141765    -0.22389485     4.56025362  5470.88818359     0.12925741     0.86141765  5470.88818359     4.56025362     0.70475888
     0.98436737     0.86217684    -0.22209683     4.55979395  5474.13623047     0.12926029     0.86217684  5474.13623047     4.55979395     0.70476872
     0.98505133     0.86299306    -0.22029775     4.55927801  5477.19921875     0.12926283     0.86299306  5477.19921875     4.55927801     0.70477962
     0.98573524     0.86382848    -0.21854317     4.55874205  5480.06835938     0.12926403     0.86382848  5480.06835938     4.55874205     0.70478481
     0.98641920     0.86466414    -0.21685481     4.55820370  5482.74951172     0.12926459     0.86466414  5482.74951172     4.55820370     0.70477599
     0.98710310     0.86548871    -0.21524362     4.55767822  5485.23925781     0.12926556     0.86548871  5485.23925781     4.55767822     0.70477712
     0.98778701     0.86629033    -0.21371940     4.55717373  5487.54345703     0.12926677     0.86629033  5487.54345703     4.55717373     0.70476645
     0.98847097     0.86705714    -0.21228863     4.55670404  5489.63476562     0.12926826     0.86705714  5489.63476562     4.55670404     0.70475465
     0.98915488     0.86778247    -0.21094869     4.55627298  5491.55761719     0.12927079     0.86778247  5491.55761719     4.55627298     0.70473808
     0.98983884     0.86846781    -0.20968775     4.55588579  5493.35156250     0.12927435     0.86846781  5493.35156250     4.55588579     0.70471907
     0.99052274     0.86912012    -0.20848857     4.55553389  5495.08593750     0.12927648     0.86912012  5495.08593750     4.55553389     0.70469791
     0.99120665     0.86974245    -0.20733680     4.55520916  5496.75439453     0.12927559     0.86974245  5496.75439453     4.55520916     0.70467550
     0.99189061     0.87032545    -0.20623071     4.55491972  5498.42041016     0.12927324     0.87032545  5498.42041016     4.55491972     0.70465487
     0.99257451     0.87085229    -0.20517513     4.55468845  5500.10205078     0.12927280     0.87085229  5500.10205078     4.55468845     0.70463526
     0.99325848     0.87131691    -0.20416491     4.55452299  5501.82666016     0.12927580     0.87131691  5501.82666016     4.55452299     0.70462358
     0.99394238     0.87173104    -0.20318395     4.55440998  5503.62109375     0.12927960     0.87173104  5503.62109375     4.55440998     0.70461953
     0.99462628     0.87211609    -0.20219775     4.55432606  5505.53369141     0.12928137     0.87211609  5505.53369141     4.55432606     0.70461625
     0.99531025     0.87249136    -0.20115863     4.55425024  5507.65283203     0.12928055     0.87249136  5507.65283203     4.55425024     0.70461422
     0.99599415     0.87287378    -0.20002185     4.55416441  5510.04199219     0.12927851     0.87287378  5510.04199219     4.55416441     0.70461619
     0.99667811     0.87328726    -0.19876441     4.55404902  5512.70458984     0.12927689     0.87328726  5512.70458984     4.55404902     0.70461875
     0.99736202     0.87376434    -0.19737194     4.55387020  5515.58642578     0.12927625     0.87376434  5515.58642578     4.55387020     0.70462525
     0.99804592     0.87434042    -0.19583327     4.55359411  5518.63623047     0.12927650     0.87434042  5518.63623047     4.55359411     0.70463979
     0.99872988     0.87502748    -0.19415520     4.55320883  5521.80029297     0.12927702     0.87502748  5521.80029297     4.55320883     0.70465636
     0.99941379     0.87581205    -0.19237180     4.55273056  5525.02050781     0.12927744     0.87581205  5525.02050781     4.55273056     0.70467216
     1.00009775     0.87664986    -0.19055082     4.55219984  5528.19384766     0.12927757     0.87664986  5528.19384766     4.55219984     0.70469272
     1.00078166     0.87750685    -0.18874022     4.55165005  5531.27539062     0.12927751     0.87750685  5531.27539062     4.55165005     0.70471632
     1.00146556     0.87836719    -0.18696102     4.55109739  5534.23974609     0.12927747     0.87836719  5534.23974609     4.55109739     0.70473462
     1.00214958     0.87922531    -0.18521588     4.55054617  5537.09619141     0.12927745     0.87922531  5537.09619141     4.55054617     0.70474666
     1.00283337     0.88008273    -0.18349899     4.54999542  5539.86914062     0.12927739     0.88008273  5539.86914062     4.54999542     0.70475715
     1.00351739     0.88094050    -0.18180479     4.54944515  5542.56445312     0.12927723     0.88094050  5542.56445312     4.54944515     0.70476925
     1.00420129     0.88179755    -0.18013245     4.54889488  5545.19726562     0.12927683     0.88179755  5545.19726562     4.54889488     0.70478088
     1.00488520     0.88265353    -0.17848073     4.54834795  5547.77636719     0.12927617     0.88265353  5547.77636719     4.54834795     0.70478958
     1.00556922     0.88350779    -0.17684852     4.54780388  5550.31396484     0.12927522     0.88350779  5550.31396484     4.54780388     0.70479411
     1.00625300     0.88435900    -0.17523615     4.54726219  5552.80078125     0.12927394     0.88435900  5552.80078125     4.54726219     0.70479512
     1.00693703     0.88520712    -0.17364205     4.54672480  5555.24267578     0.12927231     0.88520712  5555.24267578     4.54672480     0.70479411
     1.00762093     0.88605094    -0.17206655     4.54619312  5557.64355469     0.12927040     0.88605094  5557.64355469     4.54619312     0.70479214
     1.00830483     0.88689005    -0.17050879     4.54566574  5559.99951172     0.12926823     0.88689005  5559.99951172     4.54566574     0.70478958
     1.00898886     0.88772422    -0.16896804     4.54514360  5562.32275391     0.12926582     0.88772422  5562.32275391     4.54514360     0.70478630
     1.00967264     0.88855261    -0.16744468     4.54462814  5564.60449219     0.12926334     0.88855261  5564.60449219     4.54462814     0.70478219
     1.01035666     0.88937521    -0.16593719     4.54411840  5566.85937500     0.12926075     0.88937521  5566.85937500     4.54411840     0.70477676
     1.01104057     0.89019126    -0.16444583     4.54361534  5569.08447266     0.12925816     0.89019126  5569.08447266     4.54361534     0.70477045
     1.01172447     0.89100075    -0.16296984     4.54311848  5571.28027344     0.12925555     0.89100075  5571.28027344     4.54311848     0.70476311
     1.01240849     0.89180332    -0.16150823     4.54262924  5573.45507812     0.12925309     0.89180332  5573.45507812     4.54262924     0.70475507
     1.01309228     0.89259851    -0.16006105     4.54214764  5575.60351562     0.12925069     0.89259851  5575.60351562     4.54214764     0.70474678
     1.01377630     0.89338660    -0.15862653     4.54167271  5577.74023438     0.12924846     0.89338660  5577.74023438     4.54167271     0.70473856
     1.01446021     0.89416689    -0.15720467     4.54120636  5579.85058594     0.12924638     0.89416689  5579.85058594     4.54120636     0.70473039
     1.01514411     0.89493960    -0.15579438     4.54074717  5581.96435547     0.12924448     0.89493960  5581.96435547     4.54074717     0.70472258
     1.01582813     0.89570445    -0.15439469     4.54029512  5584.07031250     0.12924273     0.89570445  5584.07031250     4.54029512     0.70471543
     1.01651192     0.89646125    -0.15300560     4.53985214  5586.16113281     0.12924123     0.89646125  5586.16113281     4.53985214     0.70470864
     1.01719594     0.89721006    -0.15162542     4.53941727  5588.26220703     0.12923989     0.89721006  5588.26220703     4.53941727     0.70470262
     1.01787984     0.89795047    -0.15025431     4.53899002  5590.35791016     0.12923874     0.89795047  5590.35791016     4.53899002     0.70469725
     1.01856375     0.89868242    -0.14889157     4.53857088  5592.45751953     0.12923776     0.89868242  5592.45751953     4.53857088     0.70469266
