# Age =     0.033074
# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Xc             
     1.39267230     1.34448457     0.50810826     4.32452440  6673.89257812     0.12996390     1.34448457  6673.89257812     4.32452440     0.70220381
     1.39335608     1.34526455     0.50910610     4.32423496  6675.79052734     0.12996463     1.34526455  6675.79052734     4.32423496     0.70219564
     1.39404011     1.34604931     0.51010549     4.32394171  6677.69287109     0.12996541     1.34604931  6677.69287109     4.32394171     0.70218760
     1.39472389     1.34683812     0.51110601     4.32364702  6679.57763672     0.12996624     1.34683812  6679.57763672     4.32364702     0.70218003
     1.39540792     1.34763217     0.51210839     4.32334709  6681.46630859     0.12996708     1.34763217  6681.46630859     4.32334709     0.70217258
     1.39609194     1.34843194     0.51311272     4.32304525  6683.35205078     0.12996793     1.34843194  6683.35205078     4.32304525     0.70216513
     1.39677572     1.34923673     0.51411867     4.32274008  6685.22314453     0.12996879     1.34923673  6685.22314453     4.32274008     0.70215768
     1.39745975     1.35004759     0.51512712     4.32243109  6687.10253906     0.12996964     1.35004759  6687.10253906     4.32243109     0.70215017
     1.39814353     1.35086405     0.51613760     4.32211876  6688.96435547     0.12997049     1.35086405  6688.96435547     4.32211876     0.70214242
     1.39882755     1.35168648     0.51715064     4.32180405  6690.82958984     0.12997127     1.35168648  6690.82958984     4.32180405     0.70213449
     1.39951158     1.35251439     0.51816601     4.32148409  6692.68847656     0.12997201     1.35251439  6692.68847656     4.32148409     0.70212674
     1.40019536     1.35334790     0.51918346     4.32116127  6694.54443359     0.12997268     1.35334790  6694.54443359     4.32116127     0.70211864
     1.40087938     1.35418677     0.52020299     4.32083559  6696.39697266     0.12997331     1.35418677  6696.39697266     4.32083559     0.70211124
     1.40156317     1.35503006     0.52122378     4.32050705  6698.24267578     0.12997386     1.35503006  6698.24267578     4.32050705     0.70210427
     1.40224719     1.35587633     0.52224565     4.32017612  6700.08886719     0.12997432     1.35587633  6700.08886719     4.32017612     0.70209789
     1.40293121     1.35672534     0.52326763     4.31984472  6701.93945312     0.12997474     1.35672534  6701.93945312     4.31984472     0.70209259
     1.40361500     1.35757470     0.52428871     4.31951237  6703.77539062     0.12997510     1.35757470  6703.77539062     4.31951237     0.70208770
     1.40429902     1.35842431     0.52530873     4.31918001  6705.60449219     0.12997538     1.35842431  6705.60449219     4.31918001     0.70208400
     1.40498281     1.35927200     0.52632654     4.31884861  6707.44189453     0.12997563     1.35927200  6707.44189453     4.31884861     0.70208156
     1.40566683     1.36011696     0.52734166     4.31852007  6709.27587891     0.12997584     1.36011696  6709.27587891     4.31852007     0.70208067
     1.40635085     1.36095715     0.52835304     4.31819439  6711.09570312     0.12997599     1.36095715  6711.09570312     4.31819439     0.70208144
     1.40703464     1.36179101     0.52935964     4.31787157  6712.91601562     0.12997608     1.36179101  6712.91601562     4.31787157     0.70208287
     1.40771866     1.36261618     0.53036106     4.31755543  6714.74755859     0.12997615     1.36261618  6714.74755859     4.31755543     0.70208353
     1.40840244     1.36343014     0.53135604     4.31724548  6716.58398438     0.12997615     1.36343014  6716.58398438     4.31724548     0.70208097
     1.40908647     1.36423123     0.53234440     4.31694555  6718.43896484     0.12997612     1.36423123  6718.43896484     4.31694555     0.70207322
     1.40977049     1.36501670     0.53332573     4.31665659  6720.30175781     0.12997611     1.36501670  6720.30175781     4.31665659     0.70206159
     1.41045427     1.36578429     0.53429973     4.31637859  6722.19091797     0.12997600     1.36578429  6722.19091797     4.31637859     0.70204961
     1.41113830     1.36653280     0.53526711     4.31611347  6724.10644531     0.12997589     1.36653280  6724.10644531     4.31611347     0.70204169
     1.41182208     1.36725986     0.53622752     4.31586266  6726.04101562     0.12997571     1.36725986  6726.04101562     4.31586266     0.70203984
     1.41250610     1.36796403     0.53718251     4.31562662  6728.02392578     0.12997553     1.36796403  6728.02392578     4.31562662     0.70203960
     1.41319013     1.36864460     0.53813213     4.31540585  6730.03710938     0.12997532     1.36864460  6730.03710938     4.31540585     0.70203465
     1.41387391     1.36930168     0.53907746     4.31520033  6732.09179688     0.12997507     1.36930168  6732.09179688     4.31520033     0.70202088
     1.41455793     1.36994076     0.54002213     4.31500483  6734.18408203     0.12997478     1.36994076  6734.18408203     4.31500483     0.70200133
     1.41524172     1.37056983     0.54096949     4.31481647  6736.31005859     0.12997450     1.37056983  6736.31005859     4.31481647     0.70198250
     1.41592574     1.37119722     0.54192364     4.31462860  6738.46289062     0.12997420     1.37119722  6738.46289062     4.31462860     0.70196974
     1.41660976     1.37182963     0.54288560     4.31443787  6740.64941406     0.12997390     1.37182963  6740.64941406     4.31443787     0.70196176
     1.41729355     1.37247205     0.54385608     4.31424046  6742.84033203     0.12997361     1.37247205  6742.84033203     4.31424046     0.70195621
     1.41797757     1.37312865     0.54483569     4.31403351  6745.03955078     0.12997331     1.37312865  6745.03955078     4.31403351     0.70195109
     1.41866136     1.37380171     0.54582256     4.31381750  6747.23583984     0.12997302     1.37380171  6747.23583984     4.31381750     0.70194542
     1.41934538     1.37449145     0.54681480     4.31359005  6749.40283203     0.12997274     1.37449145  6749.40283203     4.31359005     0.70193893
     1.42002940     1.37519920     0.54781085     4.31335354  6751.55615234     0.12997249     1.37519920  6751.55615234     4.31335354     0.70193106
     1.42071319     1.37592351     0.54880834     4.31310558  6753.65429688     0.12997226     1.37592351  6753.65429688     4.31310558     0.70192206
     1.42139721     1.37666309     0.54980665     4.31284904  6755.73437500     0.12997206     1.37666309  6755.73437500     4.31284904     0.70191205
     1.42208099     1.37741446     0.55080396     4.31258535  6757.76708984     0.12997189     1.37741446  6757.76708984     4.31258535     0.70190209
     1.42276502     1.37817502     0.55180025     4.31231594  6759.78564453     0.12997173     1.37817502  6759.78564453     4.31231594     0.70189303
     1.42344904     1.37894297     0.55279428     4.31204224  6761.76757812     0.12997156     1.37894297  6761.76757812     4.31204224     0.70188493
     1.42413282     1.37971556     0.55378568     4.31176519  6763.72802734     0.12997146     1.37971556  6763.72802734     4.31176519     0.70187825
     1.42481685     1.38049173     0.55477470     4.31148720  6765.67773438     0.12997139     1.38049173  6765.67773438     4.31148720     0.70187283
     1.42550075     1.38126945     0.55576074     4.31120682  6767.60937500     0.12997130     1.38126945  6767.60937500     4.31120682     0.70186806
     1.42618465     1.38204777     0.55674386     4.31092644  6769.52685547     0.12997127     1.38204777  6769.52685547     4.31092644     0.70186359
     1.42686868     1.38282585     0.55772436     4.31064749  6771.44091797     0.12997122     1.38282585  6771.44091797     4.31064749     0.70185876
     1.42755246     1.38360190     0.55870187     4.31036901  6773.35937500     0.12997121     1.38360190  6773.35937500     4.31036901     0.70185363
     1.42823648     1.38437641     0.55967695     4.31009150  6775.26708984     0.12997122     1.38437641  6775.26708984     4.31009150     0.70184797
     1.42892039     1.38514781     0.56064951     4.30981541  6777.16064453     0.12997121     1.38514781  6777.16064453     4.30981541     0.70184159
     1.42960429     1.38591599     0.56161940     4.30954170  6779.08056641     0.12997125     1.38591599  6779.08056641     4.30954170     0.70183474
     1.43028831     1.38668048     0.56258720     4.30927134  6780.97509766     0.12997130     1.38668048  6780.97509766     4.30927134     0.70182753
     1.43097210     1.38744056     0.56355250     4.30900288  6782.89257812     0.12997134     1.38744056  6782.89257812     4.30900288     0.70182031
     1.43165612     1.38819599     0.56451595     4.30873728  6784.80322266     0.12997141     1.38819599  6784.80322266     4.30873728     0.70181328
     1.43234003     1.38894606     0.56547725     4.30847454  6786.74023438     0.12997147     1.38894606  6786.74023438     4.30847454     0.70180684
     1.43302393     1.38969076     0.56643671     4.30821705  6788.65917969     0.12997156     1.38969076  6788.65917969     4.30821705     0.70180106
     1.43370795     1.39042950     0.56739438     4.30796194  6790.60107422     0.12997165     1.39042950  6790.60107422     4.30796194     0.70179623
     1.43439174     1.39116096     0.56834960     4.30771160  6792.55468750     0.12997174     1.39116096  6792.55468750     4.30771160     0.70179230
     1.43507576     1.39188576     0.56930351     4.30746603  6794.51269531     0.12997185     1.39188576  6794.51269531     4.30746603     0.70178962
     1.43575966     1.39260280     0.57025528     4.30722523  6796.48242188     0.12997194     1.39260280  6796.48242188     4.30722523     0.70178819
     1.43644357     1.39331174     0.57120532     4.30698967  6798.47167969     0.12997204     1.39331174  6798.47167969     4.30698967     0.70178783
     1.43712759     1.39401162     0.57215363     4.30675888  6800.46142578     0.12997213     1.39401162  6800.46142578     4.30675888     0.70178854
     1.43781137     1.39470220     0.57309985     4.30653572  6802.48486328     0.12997223     1.39470220  6802.48486328     4.30653572     0.70178998
     1.43849540     1.39538264     0.57404464     4.30631781  6804.51660156     0.12997232     1.39538264  6804.51660156     4.30631781     0.70179176
     1.43917930     1.39605296     0.57498729     4.30610609  6806.57177734     0.12997241     1.39605296  6806.57177734     4.30610609     0.70179343
     1.43986320     1.39671206     0.57592821     4.30590153  6808.63818359     0.12997249     1.39671206  6808.63818359     4.30590153     0.70179456
     1.44054723     1.39736009     0.57686764     4.30570364  6810.74316406     0.12997258     1.39736009  6810.74316406     4.30570364     0.70179480
     1.44123101     1.39799702     0.57780510     4.30551243  6812.85595703     0.12997262     1.39799702  6812.85595703     4.30551243     0.70179343
     1.44191504     1.39862502     0.57874143     4.30532646  6814.98828125     0.12997268     1.39862502  6814.98828125     4.30532646     0.70179015
     1.44259894     1.39924467     0.57967681     4.30514669  6817.14697266     0.12997274     1.39924467  6817.14697266     4.30514669     0.70178467
     1.44328284     1.39985693     0.58061135     4.30497074  6819.31787109     0.12997276     1.39985693  6819.31787109     4.30497074     0.70177698
     1.44396687     1.40046334     0.58154565     4.30479860  6821.50830078     0.12997280     1.40046334  6821.50830078     4.30479860     0.70176804
     1.44465065     1.40106475     0.58247930     4.30462980  6823.70312500     0.12997283     1.40106475  6823.70312500     4.30462980     0.70175785
     1.44533467     1.40166187     0.58341342     4.30446339  6825.91406250     0.12997286     1.40166187  6825.91406250     4.30446339     0.70174772
     1.44601858     1.40225625     0.58434737     4.30429840  6828.13281250     0.12997288     1.40225625  6828.13281250     4.30429840     0.70173752
     1.44670248     1.40284824     0.58528179     4.30413532  6830.36718750     0.12997289     1.40284824  6830.36718750     4.30413532     0.70172846
     1.44738650     1.40343952     0.58621705     4.30397367  6832.59082031     0.12997289     1.40343952  6832.59082031     4.30397367     0.70172060
     1.44807029     1.40403008     0.58715248     4.30381203  6834.83447266     0.12997290     1.40403008  6834.83447266     4.30381203     0.70171428
     1.44875431     1.40462196     0.58808905     4.30365038  6837.06738281     0.12997288     1.40462196  6837.06738281     4.30365038     0.70170909
     1.44943821     1.40521526     0.58902657     4.30348873  6839.30126953     0.12997288     1.40521526  6839.30126953     4.30348873     0.70170522
     1.45012212     1.40581059     0.58996487     4.30332518  6841.54687500     0.12997286     1.40581059  6841.54687500     4.30332518     0.70170152
     1.45080614     1.40640998     0.59090471     4.30315876  6843.77783203     0.12997285     1.40640998  6843.77783203     4.30315876     0.70169789
     1.45148993     1.40701330     0.59184527     4.30299234  6845.99902344     0.12997282     1.40701330  6845.99902344     4.30299234     0.70169395
     1.45217395     1.40762246     0.59278715     4.30282164  6848.23535156     0.12997280     1.40762246  6848.23535156     4.30282164     0.70168948
     1.45285785     1.40823722     0.59373015     4.30264664  6850.45019531     0.12997279     1.40823722  6850.45019531     4.30264664     0.70168394
     1.45354176     1.40885913     0.59467441     4.30246925  6852.66162109     0.12997276     1.40885913  6852.66162109     4.30246925     0.70167726
     1.45422578     1.40948892     0.59561998     4.30228615  6854.85937500     0.12997273     1.40948892  6854.85937500     4.30228615     0.70166951
     1.45490956     1.41012692     0.59656596     4.30209875  6857.05322266     0.12997271     1.41012692  6857.05322266     4.30209875     0.70166081
     1.45559359     1.41077399     0.59751356     4.30190563  6859.22558594     0.12997267     1.41077399  6859.22558594     4.30190563     0.70165133
     1.45627749     1.41143084     0.59846210     4.30170584  6861.38769531     0.12997264     1.41143084  6861.38769531     4.30170584     0.70164156
     1.45696139     1.41209793     0.59941161     4.30150080  6863.52343750     0.12997262     1.41209793  6863.52343750     4.30150080     0.70163149
     1.45764542     1.41277575     0.60036206     4.30128956  6865.64550781     0.12997259     1.41277575  6865.64550781     4.30128956     0.70162171
     1.45832920     1.41346407     0.60131282     4.30107117  6867.74511719     0.12997256     1.41346407  6867.74511719     4.30107117     0.70161247
     1.45901322     1.41416395     0.60226458     4.30084610  6869.81542969     0.12997253     1.41416395  6869.81542969     4.30084610     0.70160383
     1.45969713     1.41487527     0.60321641     4.30061388  6871.87841797     0.12997253     1.41487527  6871.87841797     4.30061388     0.70159632
     1.46038103     1.41559732     0.60416847     4.30037498  6873.90087891     0.12997249     1.41559732  6873.90087891     4.30037498     0.70158964
     1.46106505     1.41633105     0.60512060     4.30012989  6875.90136719     0.12997249     1.41633105  6875.90136719     4.30012989     0.70158392
     1.46174884     1.41707289     0.60607147     4.29987907  6877.87207031     0.12997246     1.41707289  6877.87207031     4.29987907     0.70157850
     1.46243286     1.41782188     0.60702187     4.29962444  6879.81298828     0.12997244     1.41782188  6879.81298828     4.29962444     0.70157367
     1.46311677     1.41857600     0.60797065     4.29936647  6881.75439453     0.12997244     1.41857600  6881.75439453     4.29936647     0.70156896
     1.46380067     1.41933382     0.60891765     4.29910612  6883.66650391     0.12997241     1.41933382  6883.66650391     4.29910612     0.70156425
     1.46448469     1.42009354     0.60986269     4.29884386  6885.57128906     0.12997241     1.42009354  6885.57128906     4.29884386     0.70155919
     1.46516848     1.42085254     0.61080468     4.29858351  6887.46142578     0.12997241     1.42085254  6887.46142578     4.29858351     0.70155388
     1.46585250     1.42160976     0.61174428     4.29832363  6889.35595703     0.12997240     1.42160976  6889.35595703     4.29832363     0.70154822
     1.46653640     1.42236292     0.61268091     4.29806614  6891.23242188     0.12997240     1.42236292  6891.23242188     4.29806614     0.70154232
     1.46722031     1.42311060     0.61361450     4.29781199  6893.12792969     0.12997240     1.42311060  6893.12792969     4.29781199     0.70153624
     1.46790433     1.42385113     0.61454570     4.29756212  6895.01660156     0.12997240     1.42385113  6895.01660156     4.29756212     0.70153016
     1.46858811     1.42458212     0.61547375     4.29731750  6896.93212891     0.12997240     1.42458212  6896.93212891     4.29731750     0.70152372
     1.46927214     1.42530298     0.61639971     4.29708004  6898.85205078     0.12997240     1.42530298  6898.85205078     4.29708004     0.70151687
     1.46995604     1.42601180     0.61732382     4.29685068  6900.80273438     0.12997240     1.42601180  6900.80273438     4.29685068     0.70150912
     1.47063994     1.42670751     0.61824602     4.29662848  6902.78417969     0.12997240     1.42670751  6902.78417969     4.29662848     0.70150018
     1.47132397     1.42738938     0.61916715     4.29641438  6904.80078125     0.12997243     1.42738938  6904.80078125     4.29641438     0.70149010
     1.47200775     1.42805696     0.62008673     4.29621029  6906.84423828     0.12997243     1.42805696  6906.84423828     4.29621029     0.70147926
     1.47269177     1.42871034     0.62100601     4.29601431  6908.92236328     0.12997241     1.42871034  6908.92236328     4.29601431     0.70146799
     1.47337568     1.42934978     0.62192434     4.29582596  6911.03515625     0.12997244     1.42934978  6911.03515625     4.29582596     0.70145696
     1.47405958     1.42997599     0.62284255     4.29564762  6913.18310547     0.12997244     1.42997599  6913.18310547     4.29564762     0.70144713
     1.47474360     1.43059027     0.62376064     4.29547501  6915.35400391     0.12997246     1.43059027  6915.35400391     4.29547501     0.70143825
     1.47542751     1.43119335     0.62467849     4.29531002  6917.55615234     0.12997243     1.43119335  6917.55615234     4.29531002     0.70143050
     1.47611141     1.43178642     0.62559593     4.29515171  6919.77441406     0.12997246     1.43178642  6919.77441406     4.29515171     0.70142353
     1.47679532     1.43237042     0.62651306     4.29499722  6922.00878906     0.12997247     1.43237042  6922.00878906     4.29499722     0.70141709
     1.47747922     1.43294704     0.62742949     4.29484940  6924.25878906     0.12997247     1.43294704  6924.25878906     4.29484940     0.70141131
     1.47816324     1.43351710     0.62834525     4.29470444  6926.51708984     0.12997249     1.43351710  6926.51708984     4.29470444     0.70140547
     1.47884715     1.43408096     0.62925929     4.29456377  6928.77978516     0.12997249     1.43408096  6928.77978516     4.29456377     0.70139951
     1.47953105     1.43463981     0.63017207     4.29442453  6931.05078125     0.12997250     1.43463981  6931.05078125     4.29442453     0.70139307
     1.48021495     1.43519413     0.63108277     4.29429007  6933.33447266     0.12997250     1.43519413  6933.33447266     4.29429007     0.70138592
     1.48089886     1.43574464     0.63199151     4.29415751  6935.62207031     0.12997250     1.43574464  6935.62207031     4.29415751     0.70137805
     1.48158288     1.43629134     0.63289851     4.29402685  6937.92236328     0.12997252     1.43629134  6937.92236328     4.29402685     0.70136917
     1.48226678     1.43683529     0.63380331     4.29389715  6940.21582031     0.12997252     1.43683529  6940.21582031     4.29389715     0.70135939
     1.48295069     1.43737638     0.63470668     4.29377031  6942.52099609     0.12997250     1.43737638  6942.52099609     4.29377031     0.70134974
     1.48363459     1.43791497     0.63560849     4.29364538  6944.82714844     0.12997252     1.43791497  6944.82714844     4.29364538     0.70133984
     1.48431849     1.43845105     0.63650894     4.29352045  6947.13427734     0.12997252     1.43845105  6947.13427734     4.29352045     0.70133030
     1.48500252     1.43898511     0.63740873     4.29339838  6949.44580078     0.12997252     1.43898511  6949.44580078     4.29339838     0.70132148
     1.48568642     1.43951714     0.63830739     4.29327679  6951.76953125     0.12997252     1.43951714  6951.76953125     4.29327679     0.70131385
     1.48637033     1.44004774     0.63920546     4.29315615  6954.08300781     0.12997252     1.44004774  6954.08300781     4.29315615     0.70130718
     1.48705423     1.44057667     0.64010304     4.29303503  6956.40039062     0.12997252     1.44057667  6956.40039062     4.29303503     0.70130175
     1.48773813     1.44110501     0.64100045     4.29291630  6958.71875000     0.12997252     1.44110501  6958.71875000     4.29291630     0.70129716
     1.48842216     1.44163239     0.64189774     4.29279757  6961.03808594     0.12997252     1.44163239  6961.03808594     4.29279757     0.70129329
     1.48910606     1.44215953     0.64279515     4.29267883  6963.35839844     0.12997252     1.44215953  6963.35839844     4.29267883     0.70128977
     1.48978996     1.44268692     0.64369249     4.29256058  6965.69042969     0.12997252     1.44268692  6965.69042969     4.29256058     0.70128655
     1.49047387     1.44321430     0.64459026     4.29244184  6968.01953125     0.12997252     1.44321430  6968.01953125     4.29244184     0.70128351
     1.49115777     1.44374239     0.64548838     4.29232311  6970.35742188     0.12997253     1.44374239  6970.35742188     4.29232311     0.70128030
     1.49184179     1.44427180     0.64638722     4.29220343  6972.68408203     0.12997253     1.44427180  6972.68408203     4.29220343     0.70127708
     1.49252570     1.44480252     0.64728630     4.29208279  6975.00830078     0.12997253     1.44480252  6975.00830078     4.29208279     0.70127356
     1.49320960     1.44533515     0.64818615     4.29196215  6977.34423828     0.12997255     1.44533515  6977.34423828     4.29196215     0.70126957
     1.49389350     1.44586957     0.64908653     4.29183960  6979.67724609     0.12997252     1.44586957  6979.67724609     4.29183960     0.70126534
     1.49457741     1.44640684     0.64998794     4.29171515  6982.00000000     0.12997252     1.44640684  6982.00000000     4.29171515     0.70126092
     1.49526143     1.44694722     0.65088999     4.29158974  6984.32666016     0.12997250     1.44694722  6984.32666016     4.29158974     0.70125622
     1.49594533     1.44749069     0.65179276     4.29146194  6986.65087891     0.12997252     1.44749069  6986.65087891     4.29146194     0.70125145
     1.49662924     1.44803762     0.65269631     4.29133224  6988.97949219     0.12997252     1.44803762  6988.97949219     4.29133224     0.70124644
     1.49731314     1.44858825     0.65360057     4.29120064  6991.29345703     0.12997252     1.44858825  6991.29345703     4.29120064     0.70124114
     1.49799705     1.44914317     0.65450567     4.29106569  6993.59667969     0.12997252     1.44914317  6993.59667969     4.29106569     0.70123589
     1.49868107     1.44970238     0.65541160     4.29092979  6995.90429688     0.12997250     1.44970238  6995.90429688     4.29092979     0.70123047
     1.49936497     1.45026624     0.65631795     4.29079008  6998.20507812     0.12997250     1.45026624  6998.20507812     4.29079008     0.70122492
     1.50004888     1.45083511     0.65722501     4.29064846  7000.48779297     0.12997250     1.45083511  7000.48779297     4.29064846     0.70121908
     1.50073278     1.45140851     0.65813249     4.29050303  7002.76318359     0.12997247     1.45140851  7002.76318359     4.29050303     0.70121336
     1.50141668     1.45198607     0.65904009     4.29035616  7005.03173828     0.12997249     1.45198607  7005.03173828     4.29035616     0.70120752
     1.50210071     1.45256710     0.65994787     4.29020691  7007.28955078     0.12997250     1.45256710  7007.28955078     4.29020691     0.70120180
     1.50278461     1.45315063     0.66085505     4.29005718  7009.54394531     0.12997250     1.45315063  7009.54394531     4.29005718     0.70119613
     1.50346851     1.45373583     0.66176164     4.28990555  7011.79931641     0.12997249     1.45373583  7011.79931641     4.28990555     0.70119059
     1.50415242     1.45432150     0.66266727     4.28975391  7014.04003906     0.12997247     1.45432150  7014.04003906     4.28975391     0.70118517
     1.50483632     1.45490718     0.66357189     4.28960180  7016.26220703     0.12997247     1.45490718  7016.26220703     4.28960180     0.70118004
     1.50552034     1.45549166     0.66447526     4.28945112  7018.49658203     0.12997247     1.45549166  7018.49658203     4.28945112     0.70117497
     1.50620425     1.45607376     0.66537708     4.28930187  7020.73925781     0.12997247     1.45607376  7020.73925781     4.28930187     0.70116991
     1.50688815     1.45665264     0.66627687     4.28915453  7022.97900391     0.12997247     1.45665264  7022.97900391     4.28915453     0.70116484
     1.50757205     1.45722675     0.66717511     4.28901005  7025.21972656     0.12997247     1.45722675  7025.21972656     4.28901005     0.70115978
     1.50825596     1.45779514     0.66807121     4.28886938  7027.47216797     0.12997249     1.45779514  7027.47216797     4.28886938     0.70115411
     1.50893998     1.45835721     0.66896546     4.28873158  7029.73339844     0.12997247     1.45835721  7029.73339844     4.28873158     0.70114803
     1.50962389     1.45891130     0.66985762     4.28859901  7032.01074219     0.12997247     1.45891130  7032.01074219     4.28859901     0.70114130
     1.51030779     1.45945632     0.67074788     4.28847170  7034.31201172     0.12997249     1.45945632  7034.31201172     4.28847170     0.70113385
     1.51099169     1.45999146     0.67163622     4.28835011  7036.62548828     0.12997249     1.45999146  7036.62548828     4.28835011     0.70112574
     1.51167560     1.46051562     0.67252266     4.28823566  7038.95898438     0.12997249     1.46051562  7038.95898438     4.28823566     0.70111716
     1.51235962     1.46102834     0.67340785     4.28812790  7041.32421875     0.12997249     1.46102834  7041.32421875     4.28812790     0.70110863
     1.51304352     1.46152890     0.67429155     4.28802681  7043.71337891     0.12997252     1.46152890  7043.71337891     4.28802681     0.70110005
     1.51372743     1.46201646     0.67517400     4.28793240  7046.11914062     0.12997250     1.46201646  7046.11914062     4.28793240     0.70109177
     1.51441133     1.46249115     0.67605567     4.28784657  7048.56054688     0.12997250     1.46249115  7048.56054688     4.28784657     0.70108426
     1.51509523     1.46295309     0.67693657     4.28776932  7051.02587891     0.12997250     1.46295309  7051.02587891     4.28776932     0.70107710
     1.51577926     1.46340215     0.67781699     4.28769827  7053.51513672     0.12997250     1.46340215  7053.51513672     4.28769827     0.70107037
     1.51646316     1.46383882     0.67869699     4.28763485  7056.03271484     0.12997250     1.46383882  7056.03271484     4.28763485     0.70106399
     1.51714706     1.46426380     0.67957675     4.28757763  7058.57812500     0.12997252     1.46426380  7058.57812500     4.28757763     0.70105767
     1.51783097     1.46467698     0.68045628     4.28752851  7061.14355469     0.12997252     1.46467698  7061.14355469     4.28752851     0.70105129
     1.51851487     1.46508014     0.68133551     4.28748608  7063.74121094     0.12997252     1.46508014  7063.74121094     4.28748608     0.70104468
     1.51919889     1.46547353     0.68221438     4.28744698  7066.35937500     0.12997250     1.46547353  7066.35937500     4.28744698     0.70103770
     1.51988280     1.46585810     0.68309289     4.28741455  7068.98632812     0.12997250     1.46585810  7068.98632812     4.28741455     0.70103031
     1.52056670     1.46623528     0.68397081     4.28738546  7071.64501953     0.12997250     1.46623528  7071.64501953     4.28738546     0.70102239
     1.52125061     1.46660566     0.68484813     4.28736067  7074.32031250     0.12997250     1.46660566  7074.32031250     4.28736067     0.70101410
     1.52193451     1.46697056     0.68572468     4.28733826  7077.00830078     0.12997249     1.46697056  7077.00830078     4.28733826     0.70100570
     1.52261853     1.46733189     0.68660098     4.28731966  7079.70507812     0.12997250     1.46733189  7079.70507812     4.28731966     0.70099759
     1.52330244     1.46768928     0.68747634     4.28730106  7082.41845703     0.12997250     1.46768928  7082.41845703     4.28730106     0.70098978
     1.52398634     1.46804452     0.68835157     4.28728533  7085.13281250     0.12997250     1.46804452  7085.13281250     4.28728533     0.70098287
     1.52467024     1.46839762     0.68922633     4.28726912  7087.84814453     0.12997250     1.46839762  7087.84814453     4.28726912     0.70097685
     1.52535415     1.46874988     0.69010049     4.28725386  7090.56884766     0.12997250     1.46874988  7090.56884766     4.28725386     0.70097178
     1.52603817     1.46910155     0.69097471     4.28723955  7093.30566406     0.12997250     1.46910155  7093.30566406     4.28723955     0.70096761
     1.52672207     1.46945274     0.69184852     4.28722763  7096.01660156     0.12997250     1.46945274  7096.01660156     4.28722763     0.70096433
     1.52740598     1.46980441     0.69272196     4.28721333  7098.73974609     0.12997250     1.46980441  7098.73974609     4.28721333     0.70096195
     1.52808988     1.47015703     0.69359535     4.28719902  7101.46435547     0.12997252     1.47015703  7101.46435547     4.28719902     0.70095968
     1.52877378     1.47051013     0.69446844     4.28718424  7104.17822266     0.12997249     1.47051013  7104.17822266     4.28718424     0.70095778
     1.52945781     1.47086525     0.69534171     4.28716946  7106.88574219     0.12997250     1.47086525  7106.88574219     4.28716946     0.70095587
     1.53014171     1.47122192     0.69621426     4.28715324  7109.58984375     0.12997250     1.47122192  7109.58984375     4.28715324     0.70095372
     1.53082561     1.47158051     0.69708663     4.28713655  7112.29150391     0.12997250     1.47158051  7112.29150391     4.28713655     0.70095128
     1.53150952     1.47194147     0.69795877     4.28711796  7114.98583984     0.12997250     1.47194147  7114.98583984     4.28711796     0.70094866
     1.53219342     1.47230506     0.69883060     4.28709793  7117.67773438     0.12997249     1.47230506  7117.67773438     4.28709793     0.70094568
     1.53287745     1.47267187     0.69970232     4.28707695  7120.35058594     0.12997250     1.47267187  7120.35058594     4.28707695     0.70094222
     1.53356135     1.47304189     0.70057350     4.28705215  7123.03271484     0.12997252     1.47304189  7123.03271484     4.28705215     0.70093864
     1.53424525     1.47341478     0.70144427     4.28702736  7125.70800781     0.12997252     1.47341478  7125.70800781     4.28702736     0.70093507
     1.53492916     1.47379136     0.70231473     4.28699923  7128.36865234     0.12997252     1.47379136  7128.36865234     4.28699923     0.70093137
     1.53561306     1.47417164     0.70318478     4.28696823  7131.01855469     0.12997252     1.47417164  7131.01855469     4.28696823     0.70092785
     1.53629708     1.47455549     0.70405483     4.28693676  7133.66552734     0.12997252     1.47455549  7133.66552734     4.28693676     0.70092452
     1.53698099     1.47494340     0.70492405     4.28690147  7136.30517578     0.12997252     1.47494340  7136.30517578     4.28690147     0.70092177
     1.53766489     1.47533536     0.70579314     4.28686428  7138.93066406     0.12997250     1.47533536  7138.93066406     4.28686428     0.70091897
     1.53834879     1.47573161     0.70666200     4.28682423  7141.54931641     0.12997252     1.47573161  7141.54931641     4.28682423     0.70091695
     1.53903270     1.47613192     0.70753068     4.28678274  7144.16455078     0.12997252     1.47613192  7144.16455078     4.28678274     0.70091540
     1.53971672     1.47653687     0.70839918     4.28673792  7146.76123047     0.12997252     1.47653687  7146.76123047     4.28673792     0.70091420
     1.54040062     1.47694540     0.70926738     4.28668976  7149.35546875     0.12997252     1.47694540  7149.35546875     4.28668976     0.70091325
     1.54108453     1.47735727     0.71013546     4.28664017  7151.93847656     0.12997252     1.47735727  7151.93847656     4.28664017     0.70091236
     1.54176843     1.47777164     0.71100318     4.28658962  7154.51074219     0.12997250     1.47777164  7154.51074219     4.28658962     0.70091128
     1.54245234     1.47818708     0.71187061     4.28653955  7157.07958984     0.12997250     1.47818708  7157.07958984     4.28653955     0.70090961
