# Age =     0.033074
# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Xc             
     0.91460681     0.80203247    -0.36539948     4.59063482  5226.12402344     0.12928478     0.80203247  5226.12402344     4.59063482     0.70481914
     0.91529071     0.80241019    -0.36428356     4.59054947  5228.25048828     0.12928376     0.80241019  5228.25048828     4.59054947     0.70481449
     0.91597462     0.80279428    -0.36314631     4.59045935  5230.41210938     0.12928286     0.80279428  5230.41210938     4.59045935     0.70481896
     0.91665852     0.80319238    -0.36197796     4.59035397  5232.63183594     0.12928200     0.80319238  5232.63183594     4.59035397     0.70481032
     0.91734242     0.80361062    -0.36077586     4.59022713  5234.90185547     0.12928094     0.80361062  5234.90185547     4.59022713     0.70480597
     0.91802645     0.80405265    -0.35954008     4.59007502  5237.20166016     0.12927957     0.80405265  5237.20166016     4.59007502     0.70481360
     0.91871035     0.80452108    -0.35827351     4.58989573  5239.51660156     0.12927784     0.80452108  5239.51660156     4.58989573     0.70482111
     0.91939425     0.80501586    -0.35697955     4.58968830  5241.82373047     0.12927623     0.80501586  5241.82373047     4.58968830     0.70482421
     0.92007816     0.80553555    -0.35566208     4.58945560  5244.11230469     0.12927508     0.80553555  5244.11230469     4.58945560     0.70482600
     0.92076206     0.80607808    -0.35432479     4.58919716  5246.38134766     0.12927461     0.80607808  5246.38134766     4.58919716     0.70482910
     0.92144608     0.80664098    -0.35297182     4.58891678  5248.63378906     0.12927476     0.80664098  5248.63378906     4.58891678     0.70483512
     0.92212999     0.80722088    -0.35160747     4.58861780  5250.88769531     0.12927540     0.80722088  5250.88769531     4.58861780     0.70484257
     0.92281389     0.80781460    -0.35023347     4.58830643  5253.11328125     0.12927617     0.80781460  5253.11328125     4.58830643     0.70484746
     0.92349780     0.80841970    -0.34885135     4.58798027  5255.34619141     0.12927683     0.80841970  5255.34619141     4.58798027     0.70484829
     0.92418170     0.80903405    -0.34746167     4.58764601  5257.57080078     0.12927729     0.80903405  5257.57080078     4.58764601     0.70484662
     0.92486572     0.80965632    -0.34606445     4.58730316  5259.79687500     0.12927745     0.80965632  5259.79687500     4.58730316     0.70484561
     0.92554963     0.81028497    -0.34466022     4.58695316  5262.03515625     0.12927733     0.81028497  5262.03515625     4.58695316     0.70484626
     0.92623353     0.81091893    -0.34324890     4.58659697  5264.27734375     0.12927698     0.81091893  5264.27734375     4.58659697     0.70484877
     0.92691743     0.81155813    -0.34183028     4.58623552  5266.51757812     0.12927648     0.81155813  5266.51757812     4.58623552     0.70485187
     0.92760134     0.81220186    -0.34040448     4.58586884  5268.77001953     0.12927595     0.81220186  5268.77001953     4.58586884     0.70485443
     0.92828536     0.81284994    -0.33897129     4.58549738  5271.02685547     0.12927547     0.81284994  5271.02685547     4.58549738     0.70485628
     0.92896926     0.81350178    -0.33753157     4.58512259  5273.29296875     0.12927508     0.81350178  5273.29296875     4.58512259     0.70485717
     0.92965317     0.81415665    -0.33608535     4.58474255  5275.56005859     0.12927482     0.81415665  5275.56005859     4.58474255     0.70485741
     0.93033707     0.81481445    -0.33463314     4.58436012  5277.84277344     0.12927473     0.81481445  5277.84277344     4.58436012     0.70485765
     0.93102098     0.81547451    -0.33317548     4.58397532  5280.12939453     0.12927479     0.81547451  5280.12939453     4.58397532     0.70485842
     0.93170500     0.81613630    -0.33171275     4.58358765  5282.42578125     0.12927502     0.81613630  5282.42578125     4.58358765     0.70485991
     0.93238890     0.81679916    -0.33024606     4.58319950  5284.73437500     0.12927546     0.81679916  5284.73437500     4.58319950     0.70486230
     0.93307281     0.81746244    -0.32877579     4.58281088  5287.04736328     0.12927602     0.81746244  5287.04736328     4.58281088     0.70486587
     0.93375671     0.81812543    -0.32730269     4.58242273  5289.37548828     0.12927680     0.81812543  5289.37548828     4.58242273     0.70487016
     0.93444061     0.81878769    -0.32582754     4.58203411  5291.71093750     0.12927771     0.81878769  5291.71093750     4.58203411     0.70487541
     0.93512464     0.81944841    -0.32435089     4.58164883  5294.06738281     0.12927881     0.81944841  5294.06738281     4.58164883     0.70488167
     0.93580854     0.82010674    -0.32287401     4.58126497  5296.42480469     0.12928005     0.82010674  5296.42480469     4.58126497     0.70488858
     0.93649244     0.82076216    -0.32139733     4.58088446  5298.80078125     0.12928139     0.82076216  5298.80078125     4.58088446     0.70489621
     0.93717635     0.82141387    -0.31992188     4.58050823  5301.18115234     0.12928291     0.82141387  5301.18115234     4.58050823     0.70490444
     0.93786031     0.82206142    -0.31844831     4.58013821  5303.58251953     0.12928453     0.82206142  5303.58251953     4.58013821     0.70491320
     0.93854427     0.82270396    -0.31697762     4.57977200  5305.98779297     0.12928629     0.82270396  5305.98779297     4.57977200     0.70492262
     0.93922818     0.82334054    -0.31551105     4.57941294  5308.40039062     0.12928820     0.82334054  5308.40039062     4.57941294     0.70493257
     0.93991208     0.82397091    -0.31404927     4.57906103  5310.82861328     0.12929016     0.82397091  5310.82861328     4.57906103     0.70494306
     0.94059598     0.82459396    -0.31259319     4.57871580  5313.26318359     0.12929231     0.82459396  5313.26318359     4.57871580     0.70495409
     0.94127995     0.82521009    -0.31114256     4.57838011  5315.70556641     0.12929453     0.82521009  5315.70556641     4.57838011     0.70496577
     0.94196391     0.82581931    -0.30969703     4.57805014  5318.15136719     0.12929685     0.82581931  5318.15136719     4.57805014     0.70497763
     0.94264781     0.82642168    -0.30825660     4.57772875  5320.61914062     0.12929924     0.82642168  5320.61914062     4.57772875     0.70498949
     0.94333172     0.82701725    -0.30682093     4.57741499  5323.09375000     0.12930170     0.82701725  5323.09375000     4.57741499     0.70500141
     0.94401562     0.82760602    -0.30538988     4.57710886  5325.58105469     0.12930416     0.82760602  5325.58105469     4.57710886     0.70501339
     0.94469959     0.82818776    -0.30396345     4.57681084  5328.07568359     0.12930660     0.82818776  5328.07568359     4.57681084     0.70502484
     0.94538355     0.82876253    -0.30254185     4.57652092  5330.58593750     0.12930904     0.82876253  5330.58593750     4.57652092     0.70503604
     0.94606745     0.82932973    -0.30112514     4.57623863  5333.10302734     0.12931144     0.82932973  5333.10302734     4.57623863     0.70504677
     0.94675136     0.82988960    -0.29971343     4.57596540  5335.63623047     0.12931381     0.82988960  5335.63623047     4.57596540     0.70505673
     0.94743526     0.83044153    -0.29830685     4.57569981  5338.18212891     0.12931611     0.83044153  5338.18212891     4.57569981     0.70506620
     0.94811922     0.83098501    -0.29690543     4.57544422  5340.74414062     0.12931831     0.83098501  5340.74414062     4.57544422     0.70507491
     0.94880319     0.83152002    -0.29550922     4.57519722  5343.32177734     0.12932038     0.83152002  5343.32177734     4.57519722     0.70508283
     0.94948709     0.83204591    -0.29411858     4.57496309  5345.91552734     0.12932244     0.83204591  5345.91552734     4.57496309     0.70509011
     0.95017099     0.83256191    -0.29273313     4.57473707  5348.52246094     0.12932432     0.83256191  5348.52246094     4.57473707     0.70509660
     0.95085490     0.83306783    -0.29135245     4.57452250  5351.15087891     0.12932606     0.83306783  5351.15087891     4.57452250     0.70510232
     0.95153886     0.83356321    -0.28997579     4.57432032  5353.80419922     0.12932765     0.83356321  5353.80419922     4.57432032     0.70510745
     0.95222282     0.83404732    -0.28860202     4.57412958  5356.49121094     0.12932914     0.83404732  5356.49121094     4.57412958     0.70511109
     0.95290673     0.83451998    -0.28722951     4.57395220  5359.21191406     0.12933052     0.83451998  5359.21191406     4.57395220     0.70511234
     0.95359063     0.83498132    -0.28585473     4.57378531  5361.97851562     0.12933178     0.83498132  5361.97851562     4.57378531     0.70510978
     0.95427454     0.83543265    -0.28447285     4.57363081  5364.80224609     0.12933293     0.83543265  5364.80224609     4.57363081     0.70510310
     0.95495850     0.83587682    -0.28307626     4.57348108  5367.70068359     0.12933403     0.83587682  5367.70068359     4.57348108     0.70509362
     0.95564246     0.83631915    -0.28165424     4.57333565  5370.68066406     0.12933505     0.83631915  5370.68066406     4.57333565     0.70508641
     0.95632637     0.83676946    -0.28019181     4.57318020  5373.76269531     0.12933600     0.83676946  5373.76269531     4.57318020     0.70508951
     0.95701027     0.83724296    -0.27866820     4.57300234  5376.97656250     0.12933703     0.83724296  5376.97656250     4.57300234     0.70510107
     0.95769417     0.83776301    -0.27705687     4.57277632  5380.30126953     0.12933820     0.83776301  5380.30126953     4.57277632     0.70510733
     0.95837814     0.83835238    -0.27533653     4.57247877  5383.74609375     0.12933958     0.83835238  5383.74609375     4.57247877     0.70510316
     0.95906210     0.83902109    -0.27350843     4.57210016  5387.27343750     0.12934102     0.83902109  5387.27343750     4.57210016     0.70510930
     0.95974600     0.83976394    -0.27159995     4.57164526  5390.81494141     0.12934211     0.83976394  5390.81494141     4.57164526     0.70512861
     0.96042991     0.84056151    -0.26965696     4.57113457  5394.28710938     0.12934242     0.84056151  5394.28710938     4.57113457     0.70514131
     0.96111381     0.84139973    -0.26770887     4.57058048  5397.65820312     0.12934199     0.84139973  5397.65820312     4.57058048     0.70515466
     0.96179777     0.84226787    -0.26577383     4.56999397  5400.89208984     0.12934105     0.84226787  5400.89208984     4.56999397     0.70517468
     0.96248174     0.84315532    -0.26386601     4.56938744  5403.99121094     0.12933974     0.84315532  5403.99121094     4.56938744     0.70519125
     0.96316564     0.84405059    -0.26199824     4.56877041  5406.92041016     0.12933823     0.84405059  5406.92041016     4.56877041     0.70520699
     0.96384954     0.84494394    -0.26018098     4.56815767  5409.71728516     0.12933674     0.84494394  5409.71728516     4.56815767     0.70522970
     0.96453351     0.84582770    -0.25842083     4.56755590  5412.36669922     0.12933555     0.84582770  5412.36669922     4.56755590     0.70525014
     0.96521741     0.84669632    -0.25672191     4.56697226  5414.89013672     0.12933482     0.84669632  5414.89013672     4.56697226     0.70525879
     0.96590137     0.84754610    -0.25508448     4.56641102  5417.28955078     0.12933429     0.84754610  5417.28955078     4.56641102     0.70526439
     0.96658528     0.84837335    -0.25350848     4.56586981  5419.57421875     0.12933372     0.84837335  5419.57421875     4.56586981     0.70527661
     0.96726918     0.84917527    -0.25199381     4.56535530  5421.75244141     0.12933283     0.84917527  5421.75244141     4.56535530     0.70528746
     0.96795315     0.84994972    -0.25053990     4.56486654  5423.81250000     0.12933151     0.84994972  5423.81250000     4.56486654     0.70528620
     0.96863705     0.85069561    -0.24914663     4.56440544  5425.76025391     0.12932983     0.85069561  5425.76025391     4.56440544     0.70528007
     0.96932101     0.85141236    -0.24781281     4.56397533  5427.60400391     0.12932801     0.85141236  5427.60400391     4.56397533     0.70527971
     0.97000492     0.85210001    -0.24653704     4.56357622  5429.36230469     0.12932633     0.85210001  5429.36230469     4.56357622     0.70528007
     0.97068882     0.85275859    -0.24531673     4.56321001  5431.05273438     0.12932476     0.85275859  5431.05273438     4.56321001     0.70526969
     0.97137278     0.85338789    -0.24414814     4.56287527  5432.68408203     0.12932338     0.85338789  5432.68408203     4.56287527     0.70525217
     0.97205669     0.85398787    -0.24302697     4.56257248  5434.27392578     0.12932192     0.85398787  5434.27392578     4.56257248     0.70523709
     0.97274065     0.85455829    -0.24194765     4.56229830  5435.84619141     0.12932022     0.85455829  5435.84619141     4.56229830     0.70522332
     0.97342455     0.85509992    -0.24090466     4.56205368  5437.40136719     0.12931834     0.85509992  5437.40136719     4.56205368     0.70520425
     0.97410846     0.85561252    -0.23989381     4.56183672  5438.95947266     0.12931630     0.85561252  5438.95947266     4.56183672     0.70518088
     0.97479242     0.85609519    -0.23891222     4.56164980  5440.52148438     0.12931441     0.85609519  5440.52148438     4.56164980     0.70516115
     0.97547632     0.85654616    -0.23795810     4.56149817  5442.09570312     0.12931289     0.85654616  5442.09570312     4.56149817     0.70514405
     0.97616029     0.85696298    -0.23702969     4.56138134  5443.67333984     0.12931198     0.85696298  5443.67333984     4.56138134     0.70512122
     0.97684419     0.85734385    -0.23612221     4.56130266  5445.30224609     0.12931177     0.85734385  5445.30224609     4.56130266     0.70509440
     0.97752810     0.85768741    -0.23522682     4.56126165  5446.99755859     0.12931199     0.85768741  5446.99755859     4.56126165     0.70507556
     0.97821206     0.85799134    -0.23433410     4.56126261  5448.81591797     0.12931232     0.85799134  5448.81591797     4.56126261     0.70506227
     0.97889596     0.85825461    -0.23343189     4.56130266  5450.80273438     0.12931240     0.85825461  5450.80273438     4.56130266     0.70504278
     0.97957993     0.85849178    -0.23249076     4.56136751  5453.00830078     0.12931204     0.85849178  5453.00830078     4.56136751     0.70502687
     0.98026383     0.85873294    -0.23146361     4.56142950  5455.48144531     0.12931108     0.85873294  5455.48144531     4.56142950     0.70502484
     0.98094773     0.85902429    -0.23028234     4.56144238  5458.28271484     0.12930934     0.85902429  5458.28271484     4.56144238     0.70502043
     0.98163170     0.85940540    -0.22890696     4.56136513  5461.43261719     0.12930699     0.85940540  5461.43261719     4.56136513     0.70501727
     0.98231560     0.85990310    -0.22734413     4.56116962  5464.80371094     0.12930526     0.85990310  5464.80371094     4.56116962     0.70502824
     0.98299956     0.86052901    -0.22564098     4.56084490  5468.20410156     0.12930584     0.86052901  5468.20410156     4.56084490     0.70504665
     0.98368347     0.86126560    -0.22385658     4.56040716  5471.47412109     0.12930860     0.86126560  5471.47412109     4.56040716     0.70505774
     0.98436737     0.86206836    -0.22205724     4.55990314  5474.57470703     0.12931128     0.86206836  5474.57470703     4.55990314     0.70506757
     0.98505133     0.86289698    -0.22029385     4.55937338  5477.49072266     0.12931255     0.86289698  5477.49072266     4.55937338     0.70507443
     0.98573524     0.86372936    -0.21859211     4.55883980  5480.22167969     0.12931308     0.86372936  5480.22167969     4.55883980     0.70506597
     0.98641920     0.86455375    -0.21696378     4.55831337  5482.76171875     0.12931390     0.86455375  5482.76171875     4.55831337     0.70506680
     0.98710310     0.86535734    -0.21542048     4.55780697  5485.12207031     0.12931511     0.86535734  5485.12207031     4.55780697     0.70505738
     0.98778701     0.86612701    -0.21397071     4.55733347  5487.26318359     0.12931660     0.86612701  5487.26318359     4.55733347     0.70504564
     0.98847097     0.86685514    -0.21261373     4.55690002  5489.22753906     0.12931921     0.86685514  5489.22753906     4.55690002     0.70502901
     0.98915488     0.86754209    -0.21133971     4.55651236  5491.06347656     0.12932284     0.86754209  5491.06347656     4.55651236     0.70500994
     0.98983884     0.86819470    -0.21013145     4.55615854  5492.81201172     0.12932518     0.86819470  5492.81201172     4.55615854     0.70498884
     0.99052274     0.86881530    -0.20897515     4.55583477  5494.50097656     0.12932438     0.86881530  5494.50097656     4.55583477     0.70496643
     0.99120665     0.86939245    -0.20787020     4.55555248  5496.18115234     0.12932219     0.86939245  5496.18115234     4.55555248     0.70494521
     0.99189061     0.86990744    -0.20682172     4.55533123  5497.87402344     0.12932217     0.86990744  5497.87402344     4.55533123     0.70492548
     0.99257451     0.87035429    -0.20582387     4.55518293  5499.60986328     0.12932563     0.87035429  5499.60986328     4.55518293     0.70491403
     0.99325848     0.87074858    -0.20485485     4.55508995  5501.42773438     0.12932953     0.87074858  5501.42773438     4.55508995     0.70491046
     0.99394238     0.87111479    -0.20387232     4.55502558  5503.39111328     0.12933080     0.87111479  5503.39111328     4.55502558     0.70490593
     0.99462628     0.87147355    -0.20281966     4.55496502  5505.60009766     0.12932958     0.87147355  5505.60009766     4.55496502     0.70490444
     0.99531025     0.87184674    -0.20165248     4.55488873  5508.10351562     0.12932757     0.87184674  5508.10351562     4.55488873     0.70490634
     0.99599415     0.87226582    -0.20034622     4.55476522  5510.88623047     0.12932654     0.87226582  5510.88623047     4.55476522     0.70490932
     0.99667811     0.87277764    -0.19888012     4.55455065  5513.89697266     0.12932684     0.87277764  5513.89697266     4.55455065     0.70492029
     0.99736202     0.87341315    -0.19724685     4.55421591  5517.06738281     0.12932789     0.87341315  5517.06738281     4.55421591     0.70493764
     0.99804592     0.87417251    -0.19546959     4.55376005  5520.33642578     0.12932897     0.87417251  5520.33642578     4.55376005     0.70495439
     0.99872988     0.87500435    -0.19363162     4.55323410  5523.58593750     0.12932973     0.87500435  5523.58593750     4.55323410     0.70497668
     0.99941379     0.87586033    -0.19180489     4.55268478  5526.70410156     0.12933025     0.87586033  5526.70410156     4.55268478     0.70500284
     1.00009775     0.87671727    -0.19001924     4.55213356  5529.69042969     0.12933077     0.87671727  5529.69042969     4.55213356     0.70502257
     1.00078166     0.87757099    -0.18827395     4.55158377  5532.55371094     0.12933135     0.87757099  5532.55371094     4.55158377     0.70503724
     1.00146556     0.87842458    -0.18655905     4.55103636  5535.31542969     0.12933193     0.87842458  5535.31542969     4.55103636     0.70505267
     1.00214958     0.87927848    -0.18486971     4.55048800  5538.00244141     0.12933229     0.87927848  5538.00244141     4.55048800     0.70506907
     1.00283337     0.88013160    -0.18320501     4.54994202  5540.62060547     0.12933242     0.88013160  5540.62060547     4.54994202     0.70508236
     1.00351739     0.88098371    -0.18156254     4.54939747  5543.18505859     0.12933214     0.88098371  5543.18505859     4.54939747     0.70509022
     1.00420129     0.88183337    -0.17994256     4.54885578  5545.68701172     0.12933137     0.88183337  5545.68701172     4.54885578     0.70509416
     1.00488520     0.88267988    -0.17834412     4.54831934  5548.14794922     0.12933019     0.88267988  5548.14794922     4.54831934     0.70509648
     1.00556922     0.88352251    -0.17676632     4.54778671  5550.55419922     0.12932849     0.88352251  5550.55419922     4.54778671     0.70509803
     1.00625300     0.88436043    -0.17520927     4.54725838  5552.90722656     0.12932642     0.88436043  5552.90722656     4.54725838     0.70509851
     1.00693703     0.88519371    -0.17367151     4.54673815  5555.21533203     0.12932402     0.88519371  5555.21533203     4.54673815     0.70509738
     1.00762093     0.88602114    -0.17215332     4.54622221  5557.47265625     0.12932137     0.88602114  5557.47265625     4.54622221     0.70509392
     1.00830483     0.88684267    -0.17065401     4.54571199  5559.69433594     0.12931861     0.88684267  5559.69433594     4.54571199     0.70508826
     1.00898886     0.88765818    -0.16917267     4.54520798  5561.87060547     0.12931581     0.88765818  5561.87060547     4.54520798     0.70508081
     1.00967264     0.88846684    -0.16770943     4.54471207  5564.01757812     0.12931301     0.88846684  5564.01757812     4.54471207     0.70507270
     1.01035666     0.88926923    -0.16626243     4.54422188  5566.12890625     0.12931037     0.88926923  5566.12890625     4.54422188     0.70506382
     1.01104057     0.89006448    -0.16483168     4.54373884  5568.20703125     0.12930785     0.89006448  5568.20703125     4.54373884     0.70505506
     1.01172447     0.89085263    -0.16341597     4.54326344  5570.27685547     0.12930554     0.89085263  5570.27685547     4.54326344     0.70504630
     1.01240849     0.89163375    -0.16201408     4.54279423  5572.31689453     0.12930340     0.89163375  5572.31689453     4.54279423     0.70503783
     1.01309228     0.89240736    -0.16062540     4.54233265  5574.34228516     0.12930143     0.89240736  5574.34228516     4.54233265     0.70502961
     1.01377630     0.89317369    -0.15924785     4.54187918  5576.35644531     0.12929964     0.89317369  5576.35644531     4.54187918     0.70502174
     1.01446021     0.89393270    -0.15788098     4.54143238  5578.36816406     0.12929799     0.89393270  5578.36816406     4.54143238     0.70501405
     1.01514411     0.89468431    -0.15652327     4.54099274  5580.37744141     0.12929651     0.89468431  5580.37744141     4.54099274     0.70500678
     1.01582813     0.89542842    -0.15517350     4.54056263  5582.38134766     0.12929522     0.89542842  5582.38134766     4.54056263     0.70499992
     1.01651192     0.89616519    -0.15383126     4.54013872  5584.38916016     0.12929410     0.89616519  5584.38916016     4.54013872     0.70499343
     1.01719594     0.89689487    -0.15249476     4.53972149  5586.41259766     0.12929308     0.89689487  5586.41259766     4.53972149     0.70498770
     1.01787984     0.89761674    -0.15116394     4.53931189  5588.43115234     0.12929223     0.89761674  5588.43115234     4.53931189     0.70498276
     1.01856375     0.89833146    -0.14983785     4.53890991  5590.46875000     0.12929156     0.89833146  5590.46875000     4.53890991     0.70497847
     1.01924777     0.89903873    -0.14851592     4.53851604  5592.51611328     0.12929107     0.89903873  5592.51611328     4.53851604     0.70497495
     1.01993155     0.89973807    -0.14719848     4.53812933  5594.57958984     0.12929076     0.89973807  5594.57958984     4.53812933     0.70497239
     1.02061558     0.90043014    -0.14588434     4.53775024  5596.65283203     0.12929064     0.90043014  5596.65283203     4.53775024     0.70497090
     1.02129948     0.90111530    -0.14457315     4.53737879  5598.74902344     0.12929069     0.90111530  5598.74902344     4.53737879     0.70497042
     1.02198339     0.90179461    -0.14326374     4.53701258  5600.85449219     0.12929091     0.90179461  5600.85449219     4.53701258     0.70497060
     1.02266741     0.90246922    -0.14195503     4.53665113  5602.97656250     0.12929127     0.90246922  5602.97656250     4.53665113     0.70497179
     1.02335119     0.90313947    -0.14064719     4.53629541  5605.11474609     0.12929174     0.90313947  5605.11474609     4.53629541     0.70497340
     1.02403522     0.90380657    -0.13933888     4.53594255  5607.26611328     0.12929232     0.90380657  5607.26611328     4.53594255     0.70497608
     1.02471912     0.90447074    -0.13803060     4.53559351  5609.42724609     0.12929296     0.90447074  5609.42724609     4.53559351     0.70497918
     1.02540302     0.90513295    -0.13672200     4.53524637  5611.60791016     0.12929365     0.90513295  5611.60791016     4.53524637     0.70498276
     1.02608705     0.90579337    -0.13541293     4.53490162  5613.78662109     0.12929437     0.90579337  5613.78662109     4.53490162     0.70498681
     1.02677083     0.90645248    -0.13410409     4.53455782  5615.96875000     0.12929508     0.90645248  5615.96875000     4.53455782     0.70499122
     1.02745485     0.90711105    -0.13279480     4.53421688  5618.16748047     0.12929580     0.90711105  5618.16748047     4.53421688     0.70499575
     1.02813876     0.90776896    -0.13148585     4.53387594  5620.36718750     0.12929648     0.90776896  5620.36718750     4.53387594     0.70500046
     1.02882266     0.90842682    -0.13017707     4.53353596  5622.57958984     0.12929708     0.90842682  5622.57958984     4.53353596     0.70500499
     1.02950668     0.90908480    -0.12886821     4.53319597  5624.78125000     0.12929761     0.90908480  5624.78125000     4.53319597     0.70500970
     1.03019047     0.90974289    -0.12755993     4.53285694  5626.98632812     0.12929808     0.90974289  5626.98632812     4.53285694     0.70501411
     1.03087449     0.91040200    -0.12625125     4.53251743  5629.19531250     0.12929845     0.91040200  5629.19531250     4.53251743     0.70501852
     1.03155839     0.91106170    -0.12494270     4.53217840  5631.40234375     0.12929873     0.91106170  5631.40234375     4.53217840     0.70502299
     1.03224230     0.91172248    -0.12363396     4.53183794  5633.61621094     0.12929894     0.91172248  5633.61621094     4.53183794     0.70502758
     1.03292632     0.91238481    -0.12232454     4.53149605  5635.82470703     0.12929909     0.91238481  5635.82470703     4.53149605     0.70503265
     1.03361011     0.91304857    -0.12101497     4.53115368  5638.03125000     0.12929927     0.91304857  5638.03125000     4.53115368     0.70503753
     1.03429413     0.91371447    -0.11970402     4.53080988  5640.23876953     0.12929943     0.91371447  5640.23876953     4.53080988     0.70504153
     1.03497803     0.91438216    -0.11839221     4.53046417  5642.44042969     0.12929972     0.91438216  5642.44042969     4.53046417     0.70504433
     1.03566194     0.91505229    -0.11707901     4.53011608  5644.64355469     0.12930004     0.91505229  5644.64355469     4.53011608     0.70504516
     1.03634596     0.91572511    -0.11576394     4.52976704  5646.85302734     0.12930042     0.91572511  5646.85302734     4.52976704     0.70504445
     1.03702974     0.91640037    -0.11444724     4.52941465  5649.05468750     0.12930091     0.91640037  5649.05468750     4.52941465     0.70504296
     1.03771377     0.91707885    -0.11312745     4.52905989  5651.25683594     0.12930129     0.91707885  5651.25683594     4.52905989     0.70504165
     1.03839767     0.91776043    -0.11180466     4.52870226  5653.46630859     0.12930164     0.91776043  5653.46630859     4.52870226     0.70504153
     1.03908157     0.91844559    -0.11047785     4.52834129  5655.68603516     0.12930186     0.91844559  5655.68603516     4.52834129     0.70504308
     1.03976560     0.91913468    -0.10914593     4.52797651  5657.90625000     0.12930185     0.91913468  5657.90625000     4.52797651     0.70504487
     1.04044938     0.91982770    -0.10780878     4.52760792  5660.13037109     0.12930162     0.91982770  5660.13037109     4.52760792     0.70504618
     1.04113340     0.92052525    -0.10646501     4.52723598  5662.36816406     0.12930115     0.92052525  5662.36816406     4.52723598     0.70504558
     1.04181731     0.92122680    -0.10511532     4.52686024  5664.61328125     0.12930040     0.92122680  5664.61328125     4.52686024     0.70504218
     1.04250121     0.92193240    -0.10375947     4.52647924  5666.86181641     0.12929945     0.92193240  5666.86181641     4.52647924     0.70503616
     1.04318523     0.92264229    -0.10239735     4.52609777  5669.13330078     0.12929827     0.92264229  5669.13330078     4.52609777     0.70502895
     1.04386902     0.92335564    -0.10102972     4.52571106  5671.40576172     0.12929699     0.92335564  5671.40576172     4.52571106     0.70502138
     1.04455304     0.92407328    -0.09965579     4.52532005  5673.68212891     0.12929556     0.92407328  5673.68212891     4.52532005     0.70501471
     1.04523695     0.92479461    -0.09827641     4.52492714  5675.98437500     0.12929408     0.92479461  5675.98437500     4.52492714     0.70500934
     1.04592085     0.92551988    -0.09689145     4.52453041  5678.28466797     0.12929255     0.92551988  5678.28466797     4.52453041     0.70500594
     1.04660487     0.92624897    -0.09550088     4.52413082  5680.59472656     0.12929106     0.92624897  5680.59472656     4.52413082     0.70500457
     1.04728866     0.92698139    -0.09410568     4.52372837  5682.91552734     0.12928960     0.92698139  5682.91552734     4.52372837     0.70500469
     1.04797268     0.92771780    -0.09270526     4.52332211  5685.24316406     0.12928817     0.92771780  5685.24316406     4.52332211     0.70500517
     1.04865658     0.92845714    -0.09130070     4.52291298  5687.56884766     0.12928674     0.92845714  5687.56884766     4.52291298     0.70500582
     1.04934049     0.92920005    -0.08989227     4.52250099  5689.91455078     0.12928547     0.92920005  5689.91455078     4.52250099     0.70500642
     1.05002451     0.92994618    -0.08848017     4.52208757  5692.25146484     0.12928422     0.92994618  5692.25146484     4.52208757     0.70500660
     1.05070829     0.93069470    -0.08706568     4.52167034  5694.58935547     0.12928307     0.93069470  5694.58935547     4.52167034     0.70500630
     1.05139232     0.93144631    -0.08564833     4.52125263  5696.94384766     0.12928203     0.93144631  5696.94384766     4.52125263     0.70500547
     1.05207622     0.93220019    -0.08422942     4.52083158  5699.29003906     0.12928103     0.93220019  5699.29003906     4.52083158     0.70500398
     1.05276012     0.93295634    -0.08280929     4.52040958  5701.63378906     0.12928015     0.93295634  5701.63378906     4.52040958     0.70500237
     1.05344415     0.93371457    -0.08138818     4.51998472  5703.98193359     0.12927938     0.93371457  5703.98193359     4.51998472     0.70500076
     1.05412793     0.93447453    -0.07996745     4.51956081  5706.33105469     0.12927863     0.93447453  5706.33105469     4.51956081     0.70499927
     1.05481195     0.93523628    -0.07854661     4.51913404  5708.65917969     0.12927802     0.93523628  5708.65917969     4.51913404     0.70499808
     1.05549586     0.93599927    -0.07712696     4.51870680  5710.99121094     0.12927744     0.93599927  5710.99121094     4.51870680     0.70499712
     1.05617976     0.93676353    -0.07570872     4.51827765  5713.32421875     0.12927696     0.93676353  5713.32421875     4.51827765     0.70499671
     1.05686378     0.93752891    -0.07429209     4.51784849  5715.65185547     0.12927653     0.93752891  5715.65185547     4.51784849     0.70499671
     1.05754757     0.93829501    -0.07287829     4.51741934  5717.95556641     0.12927613     0.93829501  5717.95556641     4.51741934     0.70499724
     1.05823159     0.93906212    -0.07146667     4.51698971  5720.26953125     0.12927583     0.93906212  5720.26953125     4.51698971     0.70499820
     1.05891550     0.93982959    -0.07005834     4.51655960  5722.56250000     0.12927558     0.93982959  5722.56250000     4.51655960     0.70499963
     1.05959940     0.94059753    -0.06865335     4.51612997  5724.85937500     0.12927532     0.94059753  5724.85937500     4.51612997     0.70500147
     1.06028342     0.94136578    -0.06725176     4.51570129  5727.13818359     0.12927514     0.94136578  5727.13818359     4.51570129     0.70500368
     1.06096721     0.94213372    -0.06585460     4.51527166  5729.40576172     0.12927499     0.94213372  5729.40576172     4.51527166     0.70500648
     1.06165123     0.94290173    -0.06446125     4.51484394  5731.66455078     0.12927487     0.94290173  5731.66455078     4.51484394     0.70500952
     1.06233513     0.94366878    -0.06307279     4.51441622  5733.91162109     0.12927474     0.94366878  5733.91162109     4.51441622     0.70501262
